@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	AXoraNAnAM	-	AXoraNAnAM	AXoraNa{puM;6;bahu}	AXoraNa{puM;6;bahu}	RaRTIsambanXaH,3	gajacAlako ke	-	-	-	-	-
2	gaja-saMnipAwe	-	gajasaMnipAwe	gaja-sannipAwa{puM;7;eka}/sannipAwa{napuM;8;xvi}/sannipAwa{napuM;1;xvi}/sannipAwa{napuM;2;xvi}/sannipAwa{napuM;7;eka}/sannipAwA{swrI;8;eka}/sannipAwA{swrI;8;xvi}/sannipAwA{swrI;1;xvi}/sannipAwA{swrI;2;xvi}	gaja-sannipAwa{napuM;7;eka}	aXikaraNam,11	gajoM ke yuxXa meM	-	-	-	-	-
3	SirAMsi	-	SirAMsi	Siras{napuM;1;bahu}/Siras{napuM;2;bahu}/Siras{napuM;8;bahu}	Siras{napuM;1;bahu}	karwA,11	maswaka	-	-	-	-	-
4	cakrE: 	-	cakrErniSiwEH	cakra{puM; 3; bahu}/cakra {napuM ;3; bahu}	cakra{puM; 3; bahu}	karaNam,7	cakra xvArA	-	-	-	-	-
5	niSiwE:	-	##	niSiwa{puM; 3; bahu}/niSiwa {napuM; 3; bahu}/niSiwa {puM; 3; bahu{kqxanwa}({kqw_XAwu So1} kwa{XAwuH So} xivAxiH)}/niSiwa {napuM; 3; bahu{kqxanwa}({kqw_XAwu So1} kwa{XAwuH So} xivAxiH)}	niSiwa{puM; 3; bahu}	viSeRaNam,4	wIkRNa	-	-	-	-	-
6	kRura-agrEH	-	kRurAgrEH	kRura-agra{puM;3;bahu}/agra{napuM;3;bahu}	kRura-agra{napuM;3;bahu}	viSeRaNam,4	agra BAgoM ke xvArA	-	-	-	-	-
7	hawAni	-	hawAnyapi	hawa{napuM;1;bahu(han1;kwa;hanaz;:axAxiH)}/hawa{napuM;2;bahu(han1;kwa;hanaz;:axAxiH)}	hawa{napuM;1;bahu(han1;kwa;hanaz;:axAxiH)}	viSeRaNam,3	kAte gae hone	-	-	-	-	-
8	api	-	##	api{avya}	api{avya}	sambanXaH,7	ke bAvajUxa	-	-	-	-	-
9	Syena-naKa-agra-koti-vyAsakwa-keSAni	-	SyenanaKAgrakotivyAsakwakeSAni	Syena-naKa-agra-koti-vyAsakwa-keSa{napuM; 1 ;bahu}/ keSa {napuM; 2; bahu}/keSa{ napuM; 8; bahu}	Syena-naKa-agra-koti-vyAsakwa-keSa{napuM ;1 ;bahu}	viSeRaNam,3	bAja ke pEro ke nAKUno ke agra BAga para lipate hue bAloM vAle	-	-	-	-	-
10	cireNa	-	cireNa	cireNa{avya}/cira{napuM;3;eka}	cira{napuM;3;eka}	kriyAviSeRaNam,11	xera se	-	-	-	-	-
11	pewuH	-	pewuH	paw1{karwari;lit;pra;bahu;parasmEpaxI;pawLz;:BvAxiH}/pewq{puM;5;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{puM;6;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{napuM;5;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{napuM;6;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{puM;5;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{puM;6;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{napuM;5;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{napuM;6;eka(pi1;wqc;pi;:wuxAxiH)}	paw1{karwari;lit;pra;bahu;parasmEpaxI;pawLz;:BvAxiH}	-	gire	-	-	-	-	-
