@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wO	-	wO	wax{sarvanAma;puM;1;xvi}/wax{sarvanAma;puM;2;xvi}	wax{sarvanAma;puM;1;xvi}	viSeRaNam,6	una	-	-	-	janakaxaSaraWO	-
2	sama-iwya	-	samewya	sam_i1{avya;lyap;iN;axAxiH}	sam_i1{avya;lyap;iN;axAxiH}	pUrvakAlaH,10	samAna-iwya	-	-	-	-	-
3	samaye	-	samaye	Ram1{Nijanwa;karwari;lat;u;eka;AwmanepaxI;Ramaz;:BvAxiH}/samaya{puM;7;eka}	samaya{puM;7;eka}	aXikaraNam,4	samaya_meM	-	-	-	-	-
4	sWiwO	-	sWiwAvuBO	sWiwi{swrI;7;eka}/sWiwa{puM;1;xvi(RWA1;kwa;RWA;:BvAxiH)}/sWiwa{puM;2;xvi(RWA1;kwa;RWA;:BvAxiH)}	sWiwa{puM;1;xvi(RWA1;kwa;RWA;:BvAxiH)}	viSeRaNam,6	sWiwa	-	-	-	-	-
5	uBO	-	-	uBa{sarvanAma;puM;1;xvi}/uBa{sarvanAma;puM;2;xvi}/uBa{puM;8;xvi}	uBa{sarvanAma;puM;1;xvi}	viSeRaNam,6	xonoM_	-	-	-	-	-
6	BUpawI	-	BUpawI	BUpawi{puM;1;xvi}/BUpawi{puM;2;xvi}	BUpawi{puM;1;xvi}	karwA,10	rAjAoM_ne	-	-	-	-	janakaxaSaraWO
7	varuNa-vAsava-upamO	-	varuNavAsavopamO	varuNa-vAsava-upama{puM;8;xvi}/upama{puM;1;xvi}/upama{puM;2;xvi}	varuNa-vAsava-upama{puM;1;xvi}	viSeRaNam,6	Axiwya-inxra-upama	-	-	-	-	-
8	kanyakA-wanaya-kOwuka-kriyAm	-	kanyakAwanayakOwukakriyAM	kanyakA-wanaya-kOwuka-kriyA{swrI;2;eka}	kanyakA-wanaya-kOwuka-kriyA{swrI;2;eka}	karma,10	ladakI-puwra-kuwUhala-kriyA_ko	-	-	-	-	-
9	sva-praBAva-saxqSIm	-	svapraBAvasaxqSIM	sva-BU1{GaF;BU;:BvAxiH-saxqSI;swrI;2;eka}	sva-pra_BU1{GaF;BU;:BvAxiH-saxqSI;swrI;2;eka}	viSeRaNam,8	-	-	-	-	-	-
10	viwenawuH	-	viwenawuH	vi_wan1{karwari;lit;pra;xvi;parasmEpaxI;wanuz;:wanAxiH}	vi_wan1{karwari;lit;pra;xvi;parasmEpaxI;wanuz;:wanAxiH}	aBihiwa_karwA,6;sakarmaka	karawe hue 	-	-	-	-	-
