@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aXvarAya	1	wamaXvarAya	aXvara{puM;4;eka}/aXvara{napuM;4;eka}	aXvara{napuM;4;eka}	prayojanam,2	aXvara_ke_liye	-	-	-	-	-
2	mukwa-aSvam	2	mukwASvam	mruc1{kwa;mrucuz;:BvAxiH}/muc2{kwa;mucLz;:wuxAxiH-aSva;puM;2;eka}/Svi1{karwari;luf;u;eka;parasmEpaxI;tuozSvi;:BvAxiH}/aSva{napuM;1;eka}/aSva{napuM;2;eka}	mukwa-aSva{kwa;puM;2;eka}	viSeRaNam,3	-	-	-	-	-	-
3	wam	-	-	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	karma,10	usako	-	-	-	-	-
4	rakRa-kapi-nareSvarAH	3	rakRaHkapinareSvarAH	rakRa-kapi-nareSvara{puM;1;bahu}	rakRa-kapi-nareSvara{puM;1;bahu}	karwA,10	rakRa-baMxara-nareSvara	-	-	-	-	-
5	meGAH	4	meGAH	meGa{puM;1;bahu}/meGa{puM;8;bahu}	meGa{puM;1;bahu}	karwA,11	meGoM_ne	-	-	-	-	-
6	amBoBiH	-	-	amBas{napuM;3;bahu}	amBas{napuM;3;bahu}	hewuH,11	jala_se	-	-	-	-	-
7	sasyam	5	sasyamivAmBoBiraByavarRannupAyanEH	sasya{napuM;1;eka}/sasya{napuM;2;eka}	sasya{napuM;2;eka}	karma,11	anAja_ko	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
9	upAyanEH	-	-	upAyana{napuM;3;bahu}	upAyana{napuM;3;bahu}	hewuH,10	pahuzcanoM_se	-	-	-	-	-
10	aByavarRan	-	-	aBi_vqR1{karwari;laf;pra;bahu;parasmEpaxI;vqRuz;:BvAxiH}	aBi_vqR1{karwari;laf;pra;bahu;parasmEpaxI;vqRuz;:BvAxiH}	aBihiwa_karwA,4;sakarmaka	aBi_vqR1_pp_skyA	-	-	-	-	-
11	(aByavarRan)	-	(-)	aBi_vqR1{karwari;laf;pra;bahu;parasmEpaxI;vqRuz;:BvAxiH}	aBi_vqR1{karwari;laf;pra;bahu;parasmEpaxI;vqRuz;:BvAxiH}	upamAnam,8	aBi_vqR1_pp_skyA	-	-	-	-	-
