@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	safgrAma-yAyinaH	-	safgrAmayAyinaH	safgrAma-yAyinaH}	safgrAma-yAyin{puM;6;eka}	viSeRaNam,2	yuxXa-	-	-	-	-	-
2	BarwuH	-	BarwuH	Barwq{puM;5;eka}/Barwq{puM;6;eka}	Barwq{puM;6;eka}	RaRTIsambanXaH,4	svAmI_se	-	-	-	-	-
3	paScimAm	-	paScimAm	paScimA{swrI;2;eka}	paScimA{swrI;2;eka}	viSeRaNam,4	paScima_ko	-	-	-	-	-
4	AjFAm	-	AjFAm	AjFA{swrI;2;eka}	AjFA{swrI;2;eka}	karma,5	AjFA_ko	-	-	-	-	-
5	smaranwaH	-	smaranwaH	smaraw{puM;1;bahu(smq1;Sawq_lat;smq;:BvAxiH)}	smaraw{puM;1;bahu(smq1;Sawq_lat;smq;:BvAxiH)}	viSeRaNam,6	smaraNa_karawe_hue	-	-	-	-	-
6	manwri-vqxXAH	-	manwrivqxXAH	manwri-vqxXa{puM;1;bahu}/vqxXA{swrI;1;bahu}/vqxXA{swrI;2;bahu}	manwri-vqxXa{puM;1;bahu}	karwA,10	manwri-vqxXa	-	-	-	-	-
7	waxA	-	waxA	waxA{avya}	waxA{avya}	kAlAXikaraNam,10	waba	-	-	-	-	-
8	Awma-samBavam	-	AwmasamBavam	Awma-samBava{puM;2;eka}/samBava{napuM;1;eka}/samBava{napuM;2;eka}	Awma-samBava{puM;2;eka}	karma,10	Awma-saMBava_ko	-	-	-	-	-
9	rAjye	-	rAjye	rAjya{napuM;1;xvi}/rAjya{napuM;2;xvi}/rAj1{BAve;lat;u;eka;AwmanepaxI;rAjqz;:BvAxiH}/rAjya{napuM;8;xvi}/rAjya{napuM;7;eka}	rAjya{napuM;7;eka}	aXikaraNam,10	rAjya	-	-	-	-	-
10	samAxaXuH	-	samAxaXuH	sam_Af_XA1{karwari;laf;pra;bahu;parasmEpaxI;duXAF;:juhowyAxiH}/sam_Af_XA1{karwari;lit;pra;bahu;parasmEpaxI;duXAF;:juhowyAxiH}	sam_Af_XA1{karwari;lit;pra;bahu;parasmEpaxI;duXAF;:juhowyAxiH}	aBihiwa_karwA,6;sakarmaka	samAXAna_kiyA	-	-	-	-	-
