@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	1	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,5	vaha	-	-	-	SawruGnaH 	-
2	pqRtaH	2	pqRtaH	pqRta{puM;1;eka(praC1;kwa;praCaz;:wuxAxiH)}/pqRta{puM;1;eka(pqR1;kwa;pqRuz;:BvAxiH)}	pqRta{puM;1;eka(pqR1;kwa;pqRuz;:BvAxiH)}	viSeRaNam,1	pUCA_hue_ne	-	-	-	-	-
3	sarvawaH	3	sarvawo	sarva{avya;wasil}	sarva{avya;wasil}	apAxAnam,5	saBI_jagaha	-	-	-	-	-
4	vArwam	4	vArwamAKyaxrAjFe 	vArwa{napuM;1;eka}/vArwa{napuM;2;eka}	vArwa{napuM;2;eka}	karma,5	vArwa_ko	-	-	-	-	-
5	AKyaw	-	-	Af_KyA1{karwari;luf;pra;eka;parasmEpaxI;KyA;:axAxiH}/Af_cakR1{karwari;luf;pra;eka;AwmanepaxI;cakRizf;:axAxiH}	Af_cakR1{karwari;luf;pra;eka;AwmanepaxI;cakRizf;:axAxiH}	aBihiwa_karwA,1;sakarmaka	Af_cakR1_ap_skyA	-	-	-	-	-
6	rAjFe	-	-	rAjan{puM;4;eka}	rAjan{puM;4;eka}	sampraxAnam,5	rAjA_ko	-	-	-	-	@Ram - @person
7	na	5	na	na{avya}	na{avya}	prawiReXaH,14	nahIM	-	-	-	-	-
8	sanwawim	6	sanwawim	sanwawi{swrI;2;eka}	sanwawi{swrI;2;eka}	karma,14	pAlana_kA	-	-	-	-	-
9	prawi-arpayiRyawaH	7	prawyarpayiRyawaH	prawi_q{Nijanwa;karwari;lqt;pra;xvi;parasmEpaxI{XAwuH;q};BvAxiH}/prawi_q{Nijanwa;karwari;lqt;pra;xvi;parasmEpaxI{XAwuH;q};juhowyAxiH}	prawi_q{Nijanwa;karwari;lqt;pra;xvi;parasmEpaxI{XAwuH;q};BvAxiH}	viSeRaNam,11	ora	-	-	-	-	-
10	kAle	8	kAle	kAla{napuM;1;xvi}/kAla{napuM;2;xvi}/kAlA{swrI;1;xvi}/kAlA{swrI;2;xvi}/kAla{napuM;8;xvi}/kAlA{swrI;8;eka}/kAlA{swrI;8;xvi}/kAla{puM;7;eka}/kAla{napuM;7;eka}	kAla{puM;7;eka}	aXikaraNam,9	kAlAoM_kI	-	-	-	-	-
11	kaveH	9	kaverAxyasya	kavi{puM;5;eka}/kavi{puM;6;eka}/kav1{karwari;viXilif;ma;eka;parasmEpaxI;kavaz;:BvAxiH}	kavi{puM;6;eka}	RaRTIsambanXaH,13	kavi_ke	-	-	-	-	@Poet @Valmiki - @person
12	Axyasya	-	-	Axya{puM;6;eka}/Axya{napuM;6;eka}	Axya{napuM;6;eka}	viSeRaNam,11	praWama_ke	-	-	-	-	-
13	SAsanAw	10	SAsanAw	SAsana{napuM;5;eka}/SAsana{napuM;5;eka(SAs1;lyut;SAsuz;:axAxiH)}	SAsana{napuM;5;eka(SAs1;lyut;SAsuz;:axAxiH)}	hewuH,14	SAsana_se	-	-	-	-	-
14	AKyaw	-	-	Af_KyA1{karwari;luf;pra;eka;parasmEpaxI;KyA;:axAxiH}/Af_cakR1{karwari;luf;pra;eka;AwmanepaxI;cakRizf;:axAxiH}	Af_cakR1{karwari;luf;pra;eka;AwmanepaxI;cakRizf;:axAxiH}	aBihiwa_karwA,1;sakarmaka	Af_cakR1_ap_skyA	-	-	-	-	-
