@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	puruRa-AyuRya-jIvinyaH	1	puruRAyuRyajIvinyo	puruRa-AyuRya-jIvinI{swrI;8;bahu}/jIvinI{swrI;1;bahu}	puruRa-AyuRya-jIvinI{swrI;1;bahu}	viSeRaNam,5	puruRa-jIvana-jIvinI	-	-	-	-	-
2	nirAwaMkAH	2	nirAwaMkA	nirAwafka{puM;1;bahu}/nirAwafkA{swrI;1;bahu}/nirAwafkA{swrI;2;bahu}	nirAwafkA{swrI;1;bahu}	viSeRaNam,5	nirAwafkeM	-	-	-	-	-
3	nirIwayaH	3	nirIwayaH	nirIwi{puM;1;bahu}/nirIwi{swrI;1;bahu}	nirIwi{swrI;1;bahu}	viSeRaNam,5	-	-	-	-	-	-
4	maxIyAH	-	-	maxIya{puM;1;bahu}/maxIyA{swrI;1;bahu}/maxIyA{swrI;2;bahu}/maxIya{puM;8;bahu}	maxIya{swrI;1;bahu}	viSeRaNam,5	merA	-	-	-	-	-
5	prajAH	5	prajAswasya	prajA{swrI;1;bahu}/prajA{swrI;2;bahu}/praja{puM;8;bahu}/prajA{swrI;8;bahu}/pra-ja{puM;1;bahu}/pra-ja{puM;8;bahu}	pra-ja{swrI;1;bahu}	karwA,6	pra	-	-	-	-	-
6	(sanwi)	-	(-)	as2{karwari;lat;pra;bahu;parasmEpaxI;asaz;:axAxiH}/saw{napuM;8;bahu}/saw{napuM;1;bahu(as2;Sawq_lat;asaz;:axAxiH)}/saw{napuM;2;bahu(as2;Sawq_lat;asaz;:axAxiH)}	as2{karwari;lat;pra;bahu;parasmEpaxI;asaz;:axAxiH}	prawiyogI,7	hEM	-	-	-	-	-
7	yaw	4	yanmaxIyAH	yaw{avya}/yax{sarvanAma;napuM;1;eka}/yax{sarvanAma;napuM;2;eka}	yaw{avya}	anuyogI,8	ki	-	-	-	Dualiwy oq liqe oq We people xescribex in We sloka	-
8	wasya	-	-	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,11	usakA	-	-	-	Dualiwy oq liqe oq We people xescribex in We sloka	-
9	wvaw-brahma-varcasaM	6	hewuswvaxbrahmavarcasam	wvaw-brahma-varcas{napuM;1;eka}	wvaw-brahma-varcas{napuM;1;eka}	karwqsamAnAXikaraNam,11	wvaw-paramAwmA-vIrya	-	-	-	wvaw reqers wo Guru @Vashishwa	-
10	hewuH	-	-	hewu{puM;1;eka}/hewq{puM;5;eka(hi1;wqc;hi;:svAxiH)}/hewq{puM;6;eka(hi1;wqc;hi;:svAxiH)}/hewq{napuM;5;eka(hi1;wqc;hi;:svAxiH)}/hewq{napuM;6;eka(hi1;wqc;hi;:svAxiH)}	hewu{puM;1;eka}	karwA,11	kAraNa	-	-	-	-	-
11	(Bavawi)	-	(-)	BU{karwari;lat;pra;eka;parasmEpaxI{XAwuH BU};BvAxiH}	BU{karwari;lat;pra;eka;parasmEpaxI{XAwuH;BU};BvAxiH}	aBihiwa_karwA,10	hE	-	-	-	-	-
