@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kanIyAMsaM	4	kanIyAMsaM	kanIyas{puM;2;eka}	kanIyas{puM;2;eka}	karma,2	Cote_ko	-	-	-	-	-
2	Bajasva	5	Bajasva	Baj1{karwari;lot;ma;eka;AwmanepaxI;Bajaz;:BvAxiH}	Baj1{karwari;lot;ma;eka;AwmanepaxI;Bajaz;:BvAxiH}	vAkyakarma,4	Baj1_ap_skyeM	-	-	-	-	-
3	me	6	me	asmax{sarvanAma;6;eka}/asmax{sarvanAma;4;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,1	merA	-	-	-	-	-
4	iwi	7	iwi	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,8	EsA	-	-	-	-	-
5	rAmaH	8	rAmo	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,8	rAma	-	-	-	-	-
6	vqRasyanwIM	9	vqRasyanwIM	vqRasyanwI{swrI;2;eka}	vqRasyanwI{swrI;2;eka}	viSeRaNam,9	vqRasyanwI_ko	-	-	-	-	-
7	vqRa-skanXaH	10	vqRaskanXaH	vqRa-skanXa{puM;1;eka}/skanXas{napuM;1;eka}/skanXas{napuM;2;eka}/skanXas{napuM;8;eka}/skanXas{puM;8;eka}	vqRa-skanXa{puM;1;eka}	viSeRaNam,5	sAzda-kanXA	-	-	-	-	-
8	SaSAsa	11	SaSAsa	Sas1{karwari;lit;pra;eka;parasmEpaxI;Sasuz;:BvAxiH}/Sas1{karwari;lit;u;eka;parasmEpaxI;Sasuz;:BvAxiH}/SAs1{karwari;lit;ma;bahu;parasmEpaxI;SAsuz;:axAxiH}/SAs1{karwari;lit;pra;eka;parasmEpaxI;SAsuz;:axAxiH}/SAs1{karwari;lit;u;eka;parasmEpaxI;SAsuz;:axAxiH}	Sas1{karwari;lit;pra;eka;parasmEpaxI;Sasuz;:BvAxiH}	aBihiwa_karwA,5;sakarmaka	hiMsA_kI	-	-	-	-	-
9	wAm	12	wAm	wax{sarvanAma;swrI;2;eka}/wA{swrI;2;eka}	wax{sarvanAma;swrI;2;eka}	karma,8	usako	-	-	-	-	-
