@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sakqw	-	sakqw	sakqw{avya}/sakqw{puM;1;eka}/sakqw{puM;8;eka}	sakqw{puM;8;eka}	kriyAviSeRaNam,7	mala	-	-	-	-	-
2	vivignAn	-	vivignAn	vivigna{puM;2;bahu}	vivigna{puM;2;bahu}	viSeRaNam,8	darA_huoM_ko	-	-	-	-	-
3	api	-	api	api{avya}	api{avya}	sambanXaH,2	BI	-	-	-	-	-
4	hi	-	hi	hi{avya}	hi{avya}	sambanXaH,7	hi	-	-	-	-	-
5	prayukwaM	-	prayukwaM	prayukwa{puM;2;eka(yuC1;kwa;yuCaz;:BvAxiH)}/prayukwa{napuM;1;eka(yuC1;kwa;yuCaz;:BvAxiH)}/prayukwa{napuM;2;eka(yuC1;kwa;yuCaz;:BvAxiH)}	prayukwa{napuM;1;eka(yuC1;kwa;yuCaz;:BvAxiH)}	viSeRaNam,6	prayukwa	-	-	-	-	-
6	mAXuryam	-	mAXuryam	mAXurya{napuM;1;eka}/mAXurya{napuM;2;eka}	mAXurya{napuM;1;eka}	karwA,7	mAXurya	-	-	-	-	-
7	IRte	-	IRte	IS1{karwari;lat;pra;eka;AwmanepaxI;ISaz;:axAxiH}	IS1{karwari;lat;pra;eka;AwmanepaxI;ISaz;:axAxiH}	aBihiwa_karwA,6;sakarmaka	IS1_ap_skwA_hE	-	-	-	-	-
8	hariNAn	-	hariNAn	hariNa{puM;2;bahu}	hariNa{puM;2;bahu}	karma,9	mqga	-	-	-	-	-
9	grahIwum	-	grahIwum	grah1{avya;wumun;grahaz;:kryAxiH}	grah1{avya;wumun;grahaz;:kryAxiH}	prayojanam,7	lene~ke_liye	-	-	-	-	-
