@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sA	-	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	karwA,10	usane	-	-	-	-	-
2	ArwavIM-maXuganXa-awiSayena	-	ArwavIM-maXuganXa-awiSayena	ArwavIM-maXuganXa-awiSaya{puM;3;eka}/awiSaya{napuM;3;eka}	ArwavIM-maXuganXa-awiSaya{napuM;3;eka}	hewuH,5	ArwavIM-maXuganXa-awiSaya_se	-	-	-	-	-
3	vIruXAm	-	vIruXAm	vIruX{swrI;6;bahu}/vIruXA{swrI;2;eka}	vIruX{swrI;6;bahu}	RaRTIsambanXaH,4	vIruXoM_kI	-	-	-	-	-
4	viBUwim	-	viBUwim	viBUwi{swrI;2;eka}	viBUwi{swrI;2;eka}	karma,5	Xana	-	-	-	-	-
5	aBiBUya	-	aBiBUya	as2{avya;lyap;asaz;:axAxiH}/BU1{avya;lyap;BU;:BvAxiH}	aBi_BU1{avya;lyap;BU;:BvAxiH}	pUrvakAlaH,10	jIwa_kara	-	-	-	-	-
6	nqpaweH	-	nqpaweH	nqpawi{puM;5;eka}/nqpawi{puM;6;eka}	nqpawi{puM;6;eka}	RaRTIsambanXaH,7	rAjA_kI	-	-	-	-	-
7	xayiwAyAH	-	xayiwAyAH	xayiwA{swrI;6;eka(xay1;kwa;xayaz;:BvAxiH)}/xayiwA{swrI;5;eka(xay1;kwa;xayaz;:BvAxiH)}	xayiwA{swrI;6;eka(xay1;kwa;xayaz;:BvAxiH)}	RaRTIsambanXaH,8	pawnI_ke	-	-	-	-	-
8	swane	-	swane	swana{puM;7;eka}	swana{puM;7;eka}	aXikaraNam,10	swana_meM	-	-	-	-	-
9	susWiwim	-	susWiwim	susWiwi{swrI;2;eka}	susWiwi{swrI;2;eka}	karma,10	susWiwi_ko	-	-	-	-	-
10	Apa	-	Apa	Ap1{karwari;lit;ma;bahu;parasmEpaxI;ApLz;:svAxiH}/Ap1{karwari;lit;pra;eka;parasmEpaxI;ApLz;:svAxiH}/Ap1{karwari;lit;u;eka;parasmEpaxI;ApLz;:svAxiH}	Ap1{karwari;lit;pra;eka;parasmEpaxI;ApLz;:svAxiH}	aBihiwa_karwA,1;sakarmaka	prApwa_kiyA	-	-	-	-	-
