@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wAsu	-	wAsu	wax{sarvanAma;swrI;7;bahu}	wax{sarvanAma;swrI;7;bahu}	viSeRaNam,2	unameM	-	-	-	-	-
2	rAja-paramparAsu	-	rAjaparamparAsu	rAja-paramparA{swrI;7;bahu}	rAja-paramparA{swrI;7;bahu}	aXikaraNam,9	rAjA-paramparAoM_meM	-	-	-	-	-
3	SriyA	-	SriyA	SrI{swrI;3;eka}	SrI{swrI;3;eka}	karaNam,9	SrI_se	-	-	-	-	-
4	payomucAM	-	payomucAM	payomuc{puM;6;bahu}	payomuc{puM;6;bahu}	RaRTIsambanXaH,5	payomucoM_kA	-	-	-	-	-
5	pafkwiRu	-	pafkwiRu	pafkwi{swrI;7;bahu}	pafkwi{swrI;7;bahu}	aXikaraNam,6	SreNiyoM_meM	-	-	-	-	-
6	vixyuwA	-	vixyuwA	vixyuw{swrI;3;eka}	vixyuw{swrI;3;eka}	upamAnam,7	vixyuw_se	-	-	-	-	-
7	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,3	jEse	-	-	-	-	-
8	sahasraXA	-	sahasraXA	sahasra{avya;XA}	sahasra{avya;XA}	kriyAviSeRaNam,9	-	-	-	-	-	-
9	viBakwaH	-	viBakwaH	viBakwa{puM;1;eka(Baj1;kwa;Bajaz;:BvAxiH)}	viBakwa{puM;1;eka(Baj1;kwa;Bajaz;:BvAxiH)}	viSeRaNam,10	bAMtA_huA	-	-	-	-	-
10	AwmA	-	AwmA	Awman{puM;1;eka}	Awman{puM;1;eka}	karwA,11	AwmA	-	-	-	-	-
11	vyarucaw	-	vyarucaw	vi_ruc1{karwari;luf;pra;eka;AwmanepaxI;rucaz;:BvAxiH}	vi_ruc1{karwari;luf;pra;eka;AwmanepaxI;rucaz;:BvAxiH}	aBihiwa_karwA,10	vi_ruc1_ap_skyA	-	-	-	-	-
