@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	1	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,11	usane	-	-	-	-	SawruGna 
2	vIraH	4	vIraswaxA	vIra{puM;1;eka}	vIra{puM;1;eka}	viSeRaNam,1	vIra	-	-	-	-	-
3	 lavaNam	3	 lavaNam	wax{sarvanAma;puM;2;eka}	 lavaNa{puM;2;eka}	karma,4	vaha	-	-	-	-	lavaNAsura
4	hawvA	2	hawvA	han1{avya;kwvA;hanaz;:axAxiH}	han1{avya;kwvA;hanaz;:axAxiH}	pUrvakAlaH,11	mAra_kara	-	-	-	-	-
5	waxA	-	-	waxA{avya}	waxA{avya}	kAlAXikaraNam,3	waba	-	-	-	-	-
6	mahaw-ojasaH	6	mahOjasaH	"
mahOjas puM 1 bahu mahOjas puM 2 bahu mahOjas puM 5 eka mahOjas puM 6 eka mahOjas napuM 5 eka mahOjas napuM 6 eka"	mahOjas{puM;6;eka	viSeRaNam,9	awibalaSAlI	-	-	-	-	-
7	inxrajiw-vaXa-SoBinaH	8	soxaryamAwmAnaminxrajixvaXaSoBinaH	mahOjasaH-inxrajiw-vaXa-SoBinaH-BrAwq{puM;5;eka}/BrAwq{puM;6;eka}/BrAwq{napuM;5;eka}/BrAwq{napuM;6;eka}/BrAwq{swrI;5;eka}/BrAwq{swrI;6;eka}	mahOjasaH-inxrajiw-vaXa-SoBinaH-BrAwq{puM;6;eka}	viSeRaNam,9	inxra vijewA	-	-	-	-	lakRmaNa
8	soxaryam	-		soxarya{puM;2;eka}	soxarya{puM;2;eka}	karma,11	sagA	-	-	-	-	-
9	BrAwuH	7	BrAwuH	BrAwq{puM;5;eka}/BrAwq{puM;6;eka}/BrAwq{napuM;5;eka}/BrAwq{napuM;6;eka}/BrAwq{swrI;5;eka}/BrAwq{swrI;6;eka}	BrAwq{puM;6;eka}	RaRTIsambanXaH,10	BAI_ke	-	-	-	-	-
10	AwmAnam	-		Awman{puM;2;eka}	Awman{puM;2;eka}	viSeRaNam,8	apanA	-	-	-	-	-
11	mene	5	mene	menA{swrI;1;xvi}/menA{swrI;2;xvi}/man1{karwari;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karwari;lit;u;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karmaNi;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karmaNi;lit;u;eka;AwmanepaxI;manaz;:xivAxiH}/menA{swrI;8;eka}/menA{swrI;8;xvi}	man1{karwari;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}	aBihiwa_karwA,1;sakarmaka	jAnA	-	-	-	-	-
