@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	ixam	-	ixam	ixam{sarvanAma;napuM;1;eka}/ixam{sarvanAma;napuM;2;eka}	ixam{sarvanAma;napuM;1;eka}	viSeRaNam,5	yaha	-	-	-	-	-
2	ucCvasiwa-alakaM	-	ucCvasiwa-alakaM	ucCvasiwa-alaka{puM;2;eka}	ucCvasiwa-alaka{puM;2;eka}	viSeRaNam,5	sAzsa_lenA-alaka_ko	-	-	-	-	-
3	viSrAnwa-kaWaM	-	viSrAnwa-kaWaM	viSrAnwa-kaWam{avya}/kaWa{puM;2;eka}/kaWa{napuM;1;eka}/kaWa{napuM;2;eka}	viSrAnwa-kaWa{napuM;1;eka}	viSeRaNam,5	viSrAma_kiyA_huA-kaWa	-	-	-	-	-
4	wava	-	wava	yuRmax{sarvanAma;6;eka}	yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,5	wumhArA	-	-	-	-	-
5	muKam	-	muKam	muKa{puM;2;eka}/muKa{napuM;1;eka}/muKa{napuM;2;eka}	muKa{napuM;1;eka}	karwA,12	muKa	-	-	-	-	-
6	niSi	-	niSi	niS{swrI;7;eka}/niSA{swrI;7;eka}	niSA{swrI;7;eka}	aXikaraNam,7	rAwa_meM	-	-	-	-	-
7	supwaM	-	supwaM	supwa{puM;2;eka(Rvap1;kwa;FiRvapaz;:axAxiH)}/supwa{napuM;1;eka(Rvap1;kwa;FiRvapaz;:axAxiH)}/supwa{napuM;2;eka(Rvap1;kwa;FiRvapaz;:axAxiH)}/supwa{puM;2;eka(sqB1;kwa;sqBuz;:BvAxiH)}/supwa{napuM;1;eka(sqB1;kwa;sqBuz;:BvAxiH)}/supwa{napuM;2;eka(sqB1;kwa;sqBuz;:BvAxiH)}	supwa{puM;2;eka(Rvap1;kwa;FiRvapaz;:axAxiH)}	viSeRaNam,9	soyA_hue	-	-	-	-	-
8	virawa-aByanwara-Ratpaxa-svanam	-	virawa-aByanwara-Ratpaxa-svanam	virawa-aByanwara-Ratpaxa-svana{puM;2;eka}	virawa-aByanwara-Ratpaxa-svana{puM;2;eka}	viSeRaNam,9	rukA_huA-anxara-BOMrA-kolAhala	-	-	-	-	-
9	eka-pafkajam	-	eka-pafkajam	eka-pafka-ja{napuM;1;eka}/pafka-ja{napuM;2;eka}/pafka-ja{puM;2;eka}	eka-pafka-ja{puM;2;eka}	upamAnam,10	eka-xalaxala_ko	-	-	-	-	-
10	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	-	-	-	-	-
11	mAM	-	mAM	asmax{sarvanAma;2;eka}	asmax{sarvanAma;2;eka}	karma,12	muJe	-	-	-	-	-
12	xunowi	-	xunowi	xu2{karwari;lat;pra;eka;parasmEpaxI;tuxu;:svAxiH}	xu2{karwari;lat;pra;eka;parasmEpaxI;tuxu;:svAxiH}	aBihiwa_karwA,5;sakarmaka	xuHKa_xewA_hE	-	-	-	-	-
