@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(kila)	-	(-)	kila{avya}/kil1{karwari;lot;ma;eka;parasmEpaxI;kilaz;:wuxAxiH}	kila{avya}	sambanXaH,9	saPexa_hoo	-	-	-	-	-
2	waw	1	wanniSamya	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;2;eka}	karma,3	waw	-	-	-	-	-
3	niSamya	-	-	ni_Sam1{avya;lyap;Samuz;:xivAxiH}/Sam2{avya;lyap;Samaz;:curAxiH}	ni_Sam2{avya;lyap;Samaz;:curAxiH}	pUrvakAlaH,9	suna_kara	-	-	-	-	-
4	BavawA	2	BavawA	Bavaw{sarvanAma;puM;3;eka}/Bavaw{puM;3;eka}	Bavaw{puM;3;eka}	karwA,7	Apase	-	-	-	-	-
5	AwmanaH	5	BagnamAwmanaH 	Awman{puM;2;bahu}/Awman{puM;5;eka}/Awman{puM;6;eka}	Awman{puM;6;eka}	RaRTIsambanXaH,6	AwmA_ke	-	-	-	-	-
6	vIrya-Sqfgam	4	vIryaSaqfgamiva	vIra1{yaw;vIra;:curAxiH-Sqfga;puM;2;eka}/Sqfga{napuM;1;eka}/Sqfga{napuM;2;eka}	Sqfga{napuM;2;eka}	viSeRaNam,7	sIMga	-	-	-	-	-
7	(BagnaM)	-	(-)	Bagna{puM;2;eka}/Bagna{napuM;1;eka}/Bagna{napuM;2;eka}	Bagna{napuM;2;eka}	upamAnam,8	tUte_ko	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,9	jEse	-	-	-	-	-
9	samarWayawe	3	samarWayawe	sam_arWa1{karwari;lat;pra;eka;AwmanepaxI;arWa;:curAxiH}	sam_arWa1{karwari;lat;pra;eka;AwmanepaxI;arWa;:curAxiH}	aBihiwa_karwA,4	sam_arWa1_ap_skwA_hE	-	-	-	-	-
