@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wEH	13	wEH	wax{sarvanAma;napuM;3;bahu}/wax{sarvanAma;puM;3;bahu}	waxsarvanAma;puM;3;bahu}	karwA,10	unase	-	-	-	-	-
2	wu	7	wu	wu{avya}	wu{avya}	sambanXaH,5	wo	-	-	-	-	-
3	saH	12	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karma,10	vaha	-	-	-	-	-
4	AjO	-	-	Aja{puM;2;xvi}/Aja{puM;1;xvi}/Aji{puM;7;eka}	AjipuM;7;eka}	aXikaraNam,11	Aja_ko	-	-	-	-	-
5	we	6	we	wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;swrI;2;xvi}/wax{sarvanAma;swrI;1;xvi}/yuRmax{sarvanAma;6;eka}/yuRmax{sarvanAma;4;eka}	waxsarvanAma;puM;1;bahu}	viSeRaNam,6	unako	-	-	-	-	-
6	yAvanwaH	8	yAvanwa	yAvaw{puM;1;bahu}	yAvaw{puM;1;bahu}	karwA,11	jiwane	-	-	-	niwya_sambanXaH,8	-
7	eva	9	evAjO	eva{avya}	eva{avya}	sambanXaH,8	hI	-	-	-	-	-
8	wAvAn	10	wAvAMSca	wAvaw{puM;1;eka}	wAvaw{puM;1;eka}	aBexaH,3	uwanA	-	-	-	-	-
10	xaxqSe	11	xaxqSe	xqS1{karwari;lit;ma;bahu;parasmEpaxI;xqSizr;:xivAxiH}	xqS1{karwari;lit;ma;bahu;parasmEpaxI;xqSizr;:xivAxiH}	aBihiwa_karwA,1	X_xqS1_pp_skyA	-	-	-	-	-
11	(Asan)	-	(-)	as2{karwari;lat;pra;bahu;parasmEpaxI;asaz;:axAxiH}/saw{napuM;8;bahu}/saw{napuM;1;bahu(as2;Sawq_lat;asaz;:axAxiH)}/saw{napuM;2;bahu(as2;Sawq_lat;asaz;:axAxiH)}	as2{karwari;laf;pra;bahu;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,6	hEM	-	-	-	-	-
12	ca	-	-	-	ca{avya}	sambanXaH,8	-	-	-	-	-	-
