@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iwarANi	1	iwarANyapi	iwara{napuM;1;bahu}/iwara{napuM;2;bahu}/iwara{sarvanAma;napuM;1;bahu}/iwara{sarvanAma;napuM;2;bahu}/iwara{napuM;8;bahu}	iwara{sarvanAma;napuM;1;bahu}	viSeRaNam,9	iwara	-	-	-	-	-
2	rakRAMsi	2	rakRAMsi	rakRas{napuM;1;bahu}/rakRas{napuM;2;bahu}/rakRas{napuM;8;bahu}	rakRas{napuM;1;bahu}	karwA,9	rAkRasa	-	-	-	-	-
3	api	-	-	api{avya}	api{avya}	sambanXaH,2	BI	-	-	-	-	-
4	vAnara-kotiRu	-	-	vAnara-koti{swrI;7;bahu}/koti{saMKyeyam;7;bahu}/koti{puM;7;bahu}/koti{napuM;7;bahu}	vAnara-koti{napuM;7;bahu}	aXikaraNam,9	banxara-kotiyoM_meM	-	-	-	-	-
5	samara-uwWAni	5	samarowWAni	samara-uwWa{napuM;8;bahu}/uwWa{napuM;1;bahu}/uwWa{napuM;2;bahu}	samara-uwWa{napuM;1;bahu}	viSeRaNam,6	yuxXa-uwpanna	-	-	-	-	-
6	rajAMsi	4	rajAMsi	rajas{napuM;1;bahu}/rajas{napuM;2;bahu}/rajas{napuM;8;bahu}	rajas{napuM;1;bahu}	karwA,10	raja_guNa	-	-	-	-	-
7	waw-SoNiwa-naxIRu	6	wacCoNiwanaxIRviva	SoNiwaH-naxI{swrI;7;bahu}	SoNiwa-naxI{swrI;7;bahu}	aXikaraNam,10	SoNiwaH-naxiyoM_meM	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,9	jEse	-	-	-	-	-
9	pewuH	3	pewurvAnarakotiRu	paw1{karwari;lit;pra;bahu;parasmEpaxI;pawLz;:BvAxiH}/pewq{puM;5;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{puM;6;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{napuM;5;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{napuM;6;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{puM;5;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{puM;6;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{napuM;5;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{napuM;6;eka(pi1;wqc;pi;:wuxAxiH)}	paw1{karwari;lit;pra;bahu;parasmEpaxI;pawLz;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	gire	-	-	-	-	-
10	(pewuH)	-	(-)	paw1{karwari;lit;pra;bahu;parasmEpaxI;pawLz;:BvAxiH}/pewq{puM;5;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{puM;6;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{napuM;5;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{napuM;6;eka(pI1;wqc;pIf;:xivAxiH)}/pewq{puM;5;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{puM;6;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{napuM;5;eka(pi1;wqc;pi;:wuxAxiH)}/pewq{napuM;6;eka(pi1;wqc;pi;:wuxAxiH)}	paw1{karwari;lit;pra;bahu;parasmEpaxI;pawLz;:BvAxiH}	upamAnam,8	gire	-	-	-	-	-
