@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	praSama-sWiwa-pUrva-pArWivam	-	praSama-sWiwa-pUrva-pArWivam	Sam1{GaF;Samuz;:xivAxiH-RWA1;kwa;RWA;:BvAxiH-pUrva-pArWiva;puM;2;eka}/pArWiva{napuM;1;eka}/pArWiva{napuM;2;eka}	pArWiva{napuM;1;eka}	viSeRaNam,4	pArWiva	-	-	-	-	-
2	aBi-uxyawa-nUwana-ISvaram	-	aBi-uxyawa-nUwana-ISvaram	aBi-yam1{kwa;yamuz;:BvAxiH-nUwana-ISvara;puM;2;eka}/ISvara{napuM;1;eka}/ISvara{napuM;2;eka}	aBi-ISvara{napuM;1;eka}	viSeRaNam,4	aBi-ISvara	-	-	-	-	-
3	waw	-	waw	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	viSeRaNam,4	vaha	-	-	-	-	-
4	kulam	-	kulam	kula{napuM;1;eka}/kula{napuM;2;eka}	kula{napuM;1;eka}	karwA,10	kula	-	-	-	-	-
5	niBqwa-inxunA	-	niBqwa-inxunA	Bq1{kwa;BqF;:BvAxiH-inxu;puM;3;eka}	ni_Bq1{kwa;BqF;:BvAxiH-inxu;puM;3;eka}	sup_samucciwaH,7	-	-	-	-	-	-
6	uxiwa-arkeNa	-	uxiwa-arkeNa	vax1{kwa;vaxaz;:BvAxiH}/i1{kwa;iN;:axAxiH-arka;puM;3;eka}/arka{napuM;3;eka}	vax1{kwa;vaxaz;:BvAxiH}	sup_samucciwaH,7	-	-	-	-	-	-
7	ca	-	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,8	Ora	-	-	-	-	-
8	naBasA	-	naBasA	naBas{napuM;3;eka}	naBas{napuM;3;eka}	hewuH,9	AkASa_se	-	-	-	-	-
9	wulAM	-	wulAM	wulA{swrI;2;eka}	wulA{swrI;2;eka}	karma,10	warAjU_ko	-	-	-	-	-
10	sama-Aruroha	-	sama-Aruroha	sama-Af_ruh1{karwari;lit;pra;eka;parasmEpaxI;ruhaz;:BvAxiH}/Af_ruh1{karwari;lit;u;eka;parasmEpaxI;ruhaz;:BvAxiH}	sama-Af_ruh1{karwari;lit;pra;eka;parasmEpaxI;ruhaz;:BvAxiH}	aBihiwa_karwA,4;sakarmaka	caDA	-	-	-	-	-
