@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(saH)	-	(saH)	waw{puM;1;eka}	waw{puM;1;eka}	karwA,11	Ora	-	-	-	-	-
2	aWa	1	aWAnukUlaSravaNaprawIwAmawrasnuBiryukwaXuraM	aWa{avya}	aWa{avya}	sambanXaH,3	Ora	-	-	-	-	-
3	anukUla-SravaNa-prawIwAm	-	-	anukUla-prawIwA{swrI;2;eka(anukUla-Sru1;lyut;Sru;:BvAxiHSravaNa;napuM-i1;kwa;iN;:axAxiH)}	anukUla-prawIwA{swrI;2;eka(anukUla-Sru1;lyut;Sru;:BvAxiHSravaNa;napuM-i1;kwa;iN;:axAxiH)}	viSeRaNam,10	anukUla-prawIwa_ko	-	-	-	-	-
4	a-wrasnuBiH	-	-	a-wrasnu{napuM;3;bahu}/wrasnu{puM;3;bahu}	a-wrasnu{puM;3;bahu}	viSeRaNam,5	a-wrasnu	-	-	-	-	-
5	wurafgEH	2	wurafgEH	wurafga{puM;3;bahu}	wurafga{puM;3;bahu}	karwA,6	GodoM_se	-	-	-	-	-
6	yukwa-XuraM	-	-	yuj2{kwa;yujizr;:ruXAxiH}/yuj1{kwa;yujaz;:xivAxiH-Xur;swrI;2;eka}/Xura{puM;2;eka}/Xura{napuM;1;eka}/Xura{napuM;2;eka}	yuj1{kwa;yujaz;:xivAxiH-Xur;swrI;2;eka}	viSeRaNam,7	-	-	-	-	-	-
7	raWam	3	raWam	raWa{puM;2;eka}	raWa{puM;2;eka}	karma,11	raWa_ko	-	-	-	-	-
8	sumanwra-prawipanna-raSmim	4	sumanwraprawipannaraSmimAropya	sumanwra};; prawipanna{puM;8;eka(pax1;kwa;paxaz;:xivAxiH)}/prawipanna{napuM;8;eka(pax1;kwa;paxaz;:xivAxiH)};; raSmi{puM;2;eka}	sumanwra-prawipanna-raSmi{sumanwra-prawi_pax1(eka(pax1;kwa;paxaz;:xivAxiH);raSmi{puM;2;eka}	viSeRaNam,7	-	-	-	-	-	-
9	Aropya	-	-	Af_ruh1{avya;Nijanwa;lyap;ruhaz;:BvAxiH}	Af_ruh1{avya;Nijanwa;lyap;ruhaz;:BvAxiH}	pUrvakAlaH,11	-	-	-	-	-	-
10	vExeha-suwAm	5	vExehasuwAm	vExeha-suwa{swrI;2;eka(vExeha-Ru1;kwa;Ru;:BvAxiH)}/vExeha-suwa{swrI;2;eka(vExeha-Ru2;kwa;Ru;:axAxiH)}/vExeha-suwa{swrI;2;eka(vExeha-Ru3;kwa;RuF;:svAxiH)}/vExeha-suwa{swrI;2;eka(RU3;kwa;RU;:wuxAxiH)}/vExeha-suwa{swrI;2;eka(RU1;kwa;RUf;:axAxiH)}	vExeha-vExeha-suwa{swrI;2;eka(vExeha-vExeha-Ru3;kwa;RuF;:svAxiH)}	karma,9	vixehanareSa-vixehanareSa-X_Ru3yA_huI	-	-	-	-	@Person
11	prawasWe	6	prawasWe	pra_RWA1{karmaNi;lit;pra;eka;AwmanepaxI;RWA;:BvAxiH}/pra_RWA1{karmaNi;lit;u;eka;AwmanepaxI;RWA;:BvAxiH}	pra_RWA1{karmaNi;lit;pra;eka;AwmanepaxI;RWA;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	-	-	-	-	-	-
