@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iware	1	iwareZpi	iwara{puM;1;bahu}/iwara{napuM;2;xvi}/iwara{napuM;1;xvi}/iwara{swrI;2;xvi}/iwara{swrI;1;xvi}	iwara{puM;1;bahu}	viSeRaNam,5	iwara	-	-	-	Neqers wo oWer broWers oq Nama. famely: BharaWa, @Laksmana anx ShawruGna	-
2	api	-	-	api{avya}/api{avya}	api{avya}	sambanXaH,1	BI	-	-	-	-	-
3	raGoH	2	raGorvaMSyAswrayaswrewAgniwejasaH	raGu{puM;6;eka}/raGu{puM;5;eka}	raGu{puM;6;eka}	RaRTIsambanXaH,4	raGu_kA	-	-	-	-	-
4	vaMSyAH	-	-	vaMSya{puM;1;bahu}/vaMSya{swrI;2;bahu}/vaMSya{swrI;1;bahu}/vaMSI{swrI;6;eka}/vaMSI{swrI;5;eka}	vaMSya{puM;1;bahu}	viSeRaNam,5	-	-	-	-	-	-
5	wrayaH	-	-	wri{saMKyeyam;puM;1;bahu}	wri{saMKyeyam;puM;1;bahu}	karwA,10	wIna	-	-	-	-	-
6	wrewA-agni-wejasaH	-	-	wrewA-agni-wejas{puM;2;bahu}/wejas{puM;1;bahu}/wejas{puM;6;eka}/wejas{puM;5;eka}/wejas{swrI;2;bahu}/wejas{swrI;1;bahu}/wejas{swrI;6;eka}/wejas{swrI;5;eka}	wrewA-agni-wejas{puM;1;bahu}	viSeRaNam,5	wrewA-agni-wejas	-	-	-	-	-
7	waw-yogAw	-	-	-	"waw-yogAw{puM;5;eka}
"	hewuH,10	-	-	-	-	-	-
8	pawivawnIRu	3	waxyogAwpawivawnIRu	waxyogAwpawivawnI{swrI;7;bahu}	waxyogAwpawivawnI{swrI;7;bahu}	viSeRaNam,9	waxyogAwpawivawniyoM_meM	-	-	-	waw reqers wo BharaWa, @Lakshmana anx ShawruGna	-
9	pawnIRu	4	pawnIRvAsan	pawnI{swrI;7;bahu}	pawnI{swrI;7;bahu}	aXikaraNam,10	pawniyoM_meM	-	-	-	-	-
10	Asan	-	-	as2{karwari;laf;pra;bahu;parasmEpaxI;asaz;:axAxiH}/as1{karwari;laf;pra;bahu;parasmEpaxI;asaz;:BvAxiH}	as2{karwari;laf;pra;bahu;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,5	X_as2_pp_skyA	-	-	-	-	-
11	xvi-sUnavaH	5	xvisUnavaH	xvi-sUnu{puM;1;bahu}/sUnu{swrI;1;bahu}	xvi-sUnu{puM;1;bahu}	karwqsamAnAXikaraNam,10	xo-puwroM_ne	-	-	-	-	-
