@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	paraspara-a-viruxXAH	1	parasparAviruxXAswe 	paraspara-a-viruxXa{puM;8;bahu}/viruxXa{puM;1;bahu}/viruxXA{swrI;8;bahu}/viruxXA{swrI;1;bahu}/viruxXA{swrI;2;bahu}	paraspara-a-viruxXa{puM;1;bahu}	viSeRaNam,2	paraspara-a-viruxXa	-	-	-	wax{sarvanAma;puM;1;bahu}	-
2	we	-	-	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	prayojakakarwA,11	ve	-	-	-	-	-
3	raGoH	2	waxraGoranaGaM	raGu{puM;5;eka}/raGu{puM;6;eka}	raGu{puM;6;eka}	RaRTIsambanXaH,6	raGu_ke	-	-	-	-	-
4	waw	-	-	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;2;eka}	viSeRaNam,6	usa	-	-	-	-	-
5	anaGaM	-	-	anaGa{puM;2;eka}/anaGa{napuM;1;eka}/anaGa{napuM;2;eka}	anaGa{napuM;2;eka}	viSeRaNam,6	anaGa	-	-	-	-	-
6	kulaM	3	kulam 	kula{napuM;1;eka}/kula{napuM;2;eka}	kula{napuM;2;eka}	prayojyakarwA,11	kula_ko	-	-	-	-	-
7	qwavaH	4	alamuxyowayAmAsurxevAraNyamivarwavaH	qwu{puM;1;bahu}/qwu{puM;8;bahu}	qwu{puM;1;bahu}	prayojakakarwA,11	qwuez	-	-	-	-	-
8	xeva-araNyaM	-	-	xeva-araNya{puM;2;eka}/araNya{napuM;1;eka}/araNya{puM;2;eka}	xeva-araNya{puM;2;eka}	upamAnam,9	xeva-jaMgala_ko	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,2	jEse	-	-	-	-	-
10	alam	-	-	alam{avya}	alam{avya}	kriyAviSeRaNam,11	-	-	-	-	-	-
11	uw-xyowayAmAsuH	-	-	uw-xyuw1{Nijanwa;karwari;lit;pra;bahu;parasmEpaxI;xyuwaz;:BvAxiH}/xyuw1{Nijanwa;karwari;lit;pra;bahu;AwmanepaxI;xyuwaz;:BvAxiH}	uw-xyuw1{Nijanwa;karwari;lit;pra;bahu;AwmanepaxI;xyuwaz;:BvAxiH}	aBihiwa_karwA,2	camakAye	-	-	-	-	-
