@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	-	aWa	aWa{avya}	aWa{avya}	sambanXaH,16	aWa	-	-	-	-	-
2	xOvArikI	-	xOvArikI	xOvArikI{swrI;1;eka}	xOvArikI{swrI;1;eka}	karwA,16	xvAra-pAlaka	-	-	-	-	-
3	xeva-sarUpam	-	xevasarUpam	xeva-sarUpa{puM;2;eka}/sarUpa{napuM;2;eka}/sarUpa{napuM;1;eka}	xeva-sarUpa{puM;2;eka}	viSeRaNam,6	xeva-sarUpa	-	-	-	-	-
4	uraga-AKyasya	-	uraga-AKyasya	uras-go-AKyA{napuM;6;eka}/AKyA{puM;6;eka}	uraga-AKya{napuM;6;eka}	RaRTIsambanXaH,5	sInA-gAya-AKye	-	-	-	-	-
5	purasya	-	purasya	pura{napuM;6;eka}	pura{napuM;6;eka}	RaRTIsambanXaH,6	pura_kI	-	-	-	-	-
6	nAWam	-	nAWam	nAWa{puM;2;eka}	nAWa{puM;2;eka}	karma,7	nAWa	-	-	-	-	-
7	ewya	-	ewya	Af_i1{avya;lyap;iN;:axAxiH}	Af_i1{avya;lyap;iN;:axAxiH}	pUrvakAlaH,16	A_kara	-	-	-	-	-
9	he	-	he	he{avya}	he{avya}	samboXanasUcakam,10	-	-	-	-	-	-
10	cakora-akRi	-	akRi	akRan{napuM;2;eka}/akRan{napuM;1;eka}/akRan{napuM;8;eka}	akRan{napuM;8;eka}	samboXyaH,12	akRan_ko	-	-	-	-	-
11	iwaH	-	iwaH	iwaH{avya}	iwaH{avya}	lupwakriyAkarma,12	yahAz_se	-	-	-	-	-
12	vilokaya	-	vilokaya	vi_lok{karwari;lot;pra;eka}	vi_lok{karwari;lot;pra;eka;parasmEpaxI}	vAkyakarma,16	viloka-jAne_vAlA-Iwi	-	-	-	-	-
13	iwi	-	iwi	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,12	-	-	-	-	-	-
14	pUrvaM-anuSiRtam	-	pUrvAnuSiRtam	SiRta{napuM;2;eka(SiR2;kwa;SiRLz;:ruXAxiH)}/SiRta{napuM;1;eka(SiR2;kwa;SiRLz;:ruXAxiH)}/SiRta{puM;2;eka(SiR2;kwa;SiRLz;:ruXAxiH)}/SiRta{napuM;2;eka(SAs1;kwa;SAsuz;:axAxiH)}/SiRta{napuM;1;eka(SAs1;kwa;SAsuz;:axAxiH)}/SiRta{puM;2;eka(SAs1;kwa;SAsuz;:axAxiH)}	SiRta{napuM;1;eka(SAs1;kwa;SAsuz;:axAxiH)}	viSeRaNam,15	Cod@ZA_hue_ne	-	-	-	-	-
15	BojyAm	-	BojyAm	BojyA{swrI;2;eka}	BojyA{swrI;2;eka}	karma,16	-	-	-	-	-	-
16	nijagAxa	-	nijagAxa	ni_gax1{karwari;lit;pra;eka;parasmEpaxI;gaxaz;:BvAxiH}/ni_gax1{karwari;lit;u;eka;parasmEpaxI;gaxaz;:BvAxiH}	ni_gax1{karwari;lit;pra;eka;parasmEpaxI;gaxaz;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	ni_gax1_pp_skyA	-	-	-	-	-
