@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	evam	1	evaminxriyasuKAni	evam{avya}	evam{avya}	kriyAviSeRaNam,10	EsA	-	-	-	-	-
2	anafga-vAhiwaH	-	-	anafga-vAhiwa{puM;1;eka(anafga-vah1;Nijanwa;kwa;vahaz;:BvAxiH)}	anafga-vAhiwa{puM;1;eka(anafga-vah1;Nijanwa;kwa;vahaz;:BvAxiH)}	viSeRaNam,5	anafga-yA_huA	-	-	-	-	-
3	anyakArya-vimuKaH	-	-	anya-kq-kQ-kq#1-vimuKa{puM;1;eka}	anya-kq-kQ-kq#1-vimuKa{puM;1;eka}	viSeRaNam,5	anya-kq-kQ-kq1-	-	-	-	-	-
4	saH	3	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,5	vaha	-	-	-	-	-
5	pArWivaH	4	pArWivaH	pArWiva{puM;1;eka}	pArWiva{puM;1;eka}	prayojakakarwA,10	pArWiva	-	-	-	-	-
6	inxriya-suKAni	-	-	inxriya-suKa{napuM;2;bahu}/suKa{napuM;1;bahu}	inxriya-suKa{napuM;2;bahu}	karma,7	inxriya-suKa_ko	-	-	-	-	-
7	nir-viSan	2	nirviSannanyakAryavimuKaH	viSaw{puM;1;eka(viS1;Sawq_lat;viSaz;:wuxAxiH)}	viSaw{puM;1;eka(viS1;Sawq_lat;viSaz;:wuxAxiH)}	varwamAnasamAnakAlaH,10	X_viS1wA_huA	-	-	-	-	-
8	Awma-lakRaNa-nivexiwAn	5	AwmalakRaNanivexiwAnqwUnawyavAhayaxanafgavAhiwaH	Awman-lakRaNa-ni_vix1{Nijanwa;kwa;vixaz;:axAxiHni_vexiwa;puM;2;bahu}	Awman-lakRaNa-ni_vix1{Nijanwa;kwa;vixaz;:axAxiHni_vexiwa;puM;2;bahu}	viSeRaNam,9	AwmA-lakRaNa-nivexana_karAye_hue	-	-	-	-	-
9	qwUn	-	-	qwu{puM;2;bahu}	qwu{puM;2;bahu}	karma,10	qwuez	-	-	-	-	-
10	awi-avAhayaw	-	-	vah1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;vahaz;:BvAxiH}	vah1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;vahaz;:BvAxiH}	aBihiwa_karwA,5;sakarmaka	-	-	-	-	-	-
