@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	waw	1	waxewaxAjAnuvilambinA	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	aBexaH,2	vaha	-	-	-	Xanus 	-
2	ewaw	-	-	ewax{sarvanAma;napuM;1;eka}/ewax{sarvanAma;napuM;2;eka}	ewax{sarvanAma;napuM;1;eka}	karwA,9	yaha	-	-	-	XanuH 	-
3	A-jAnu-vilambinA	-	-	A-jAnu-vilambin{puM;3;eka}/vilambin{napuM;3;eka}	A-jAnu-vilambin{napuM;3;eka}	viSeRaNam,6	A-GutanA-nIce_latakawA_hue_ke	-	-	-	-	-
4	we	2	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,6	wumhAre	-	-	-	kuSaH 	kuSaH -@Person
5	jyA-GAwa-reKA-kiNa-lAFCanena	3	jyAGAwareKAkiNalAFCanena	jyA-GAwa-reKA-kiNa-lAFCana{napuM;3;eka(jyA-GAwa-reKA-kiNa-lAC1;lyut;lACiz;:BvAxiH)}	jyA-GAwa-reKA-kiNa-lAFCana{napuM;3;eka(jyA-GAwa-reKA-kiNa-lAC1;lyut;lACiz;:BvAxiH)}	viSeRaNam,6	XanuR_kA_dorI-GAwa-reKA-anAja-lAC1ne~se	-	-	-	-	-
6	Bujena	4	Bujena	Bu-ja{napuM;3;eka}	Bu-ja{napuM;3;eka}	sahArWaH,10	Bu_se	-	-	-	-	-
7	rakRA-pariGeNa	5	rakRApariGeNa	rakRA-pariGa{puM;3;eka}	rakRA-pariGa{puM;3;eka}	viSeRaNam,6	rakRA-pariGa	-	-	-	-	-
8	BUmeH	6	BUmerupEwu	BUmi{swrI;5;eka}/BUmi{swrI;6;eka}	BUmi{swrI;6;eka}	RaRTIsambanXaH,7	BUmi_ke	-	-	-	-	-
9	upEwu	-	-	upa_i1{karwari;lot;pra;eka;parasmEpaxI;iN;:axAxiH}	upa_i1{karwari;lot;pra;eka;parasmEpaxI;iN;:axAxiH}	aBihiwa_karwA,2;sakarmaka	pAsa_jAye	-	-	-	-	-
10	yogam	7	yogaM 	yoga{puM;2;eka}	yoga{puM;2;eka}	karma,9	yoga_ke	-	-	-	-	-
11	punaH	8	punaraMsalena	punaH{avya}	punaH{avya}	kriyAviSeRaNam,9	Pira	-	-	-	-	-
12	aMsalena	-	-	aMsala{puM;3;eka}/aMsala{napuM;3;eka}	aMsala{puM;3;eka}	viSeRaNam,6	aMsala_se	-	-	-	-	-
