@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sarva-awirikwa-sAreNa	1	sarvAwirikwasAreNa	sarva-awirikwa-sAra{puM;3;eka}/sAra{napuM;3;eka}	sarva-awirikwa-sAra{puM;3;eka}	karaNam,8	saba-awirikwa-AvaSyaka_se	-	-	-	-	-
2	sarva-wejoBi-BAvinA	2	sarvawejoBiBAvinA	sarva-wejoBi-BAvin{puM;3;eka}	sarva-wejo-BiBAvin{puM;3;eka}	hewuH,8	saba-wejoBi-BAvI	-	-	-	-	-
3	sarva-unnawena	4	sarvonnawenorvIM	sarva-unnawa{puM;3;eka(sarva-Nam1;kwa;Namaz;:BvAxiH)}/sarva-unnawa{napuM;3;eka(Nam1;kwa;Namaz;:BvAxiH)}	sarva-unnawa{puM;3;eka(sarva-Nam1;kwa;Namaz;:BvAxiH)}	viSeRaNam,4	saba-unnawa	-	-	-	-	-
4	AwmanA	-	-	Awman{puM;3;eka}	Awman{puM;3;eka}	karaNam,8	AwmA_ke_xvArA	-	-	-	-	-
5	meruH	6	merurivAwmanA	meru{puM;1;eka}	meru{puM;1;eka}	upamAnam,6	meru	-	-	-	-	-
6	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,7	jEse	-	-	-	-	-
7	urvIm	-	-	urvI{swrI;2;eka}	urvI{swrI;2;eka}	karma,8	BUmi	-	-	-	-	-
8	krAnwvA	5	krAnwvA	kram1{avya;kwvA;kramuz;:BvAxiH}	kam1{avya;kwvA;kamuz;:BvAxiH}	pUrvakAlaH,10	cAha_kara	-	-	-	-	-
9	sWiwaH	3	sWiwaH	sWiwa{puM;1;eka(RWA1;kwa;RWA;:BvAxiH)}	sWiwa{puM;1;eka(RWA1;kwa;RWA;:BvAxiH)}	karwA,10	sWiwa_ne	-	-	-	-	-
10	(AsIw)	-	(AsIw)	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,9;sakarmaka	as2_pp_skyA	-	-	-	-	-
