@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wawra	1	wawrAkRoByaM	wawra{avya}	wawra{avya}	aXikaraNam,4	vahAz	-	-	-	-	-
2	a-kRoByam	-	-	a-kRoBya{puM;2;eka(a-kRuB1;Nyaw;kRuBaz;:BvAxiH)}/a-kRoBya{napuM;1;eka(kRuB1;Nyaw;kRuBaz;:BvAxiH)}/a-kRoBya{napuM;2;eka(kRuB1;Nyaw;kRuBaz;:BvAxiH)}/a-kRoBya{puM;2;eka(kRuB2;Nyaw;kRuBaz;:xivAxiH)}/a-kRoBya{napuM;1;eka(kRuB2;Nyaw;kRuBaz;:xivAxiH)}/a-kRoBya{napuM;2;eka(kRuB2;Nyaw;kRuBaz;:xivAxiH)}/a-kRoBya{puM;2;eka(kRuB3;Nyaw;kRuBaz;:kryAxiH)}/a-kRoBya{napuM;1;eka(kRuB3;Nyaw;kRuBaz;:kryAxiH)}/a-kRoBya{napuM;2;eka(kRuB3;Nyaw;kRuBaz;:kryAxiH)}	a-kRoBya{puM;2;eka(a-kRuB1;Nyaw;kRuBaz;:BvAxiH)}	viSeRaNam,3	-	-	-	-	-	-
3	yaSa-rASim	2	yaSorASiM	yaSa-rASi{puM;2;eka}	yaSa-rASi{puM;2;eka}	karma,4	yaSa-rASi_ko	-	-	-	-	-
4	niveSya	3	niveSyAvaruroha	niveSya}	niveSya{kqw_XAwu viS1} avya lyap{XAwuH viSaz} wuxAxiH{kqxanwa}	pUrvakAlaH,11	-	-	-	-	-	-
5	saH	4	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,11	vaha	-	-	-	-	-
6	pOlaswya-wuliwasya	5	pOlaswyawuliwasyAxrerAxaXAna	pOlaswya-wuliwa{napuM;6;eka}/wuliwa{puM;6;eka}	pOlaswya-wuliwa{napuM;6;eka}	viSeRaNam,7	pOlaswya-wOlA_huve_kA	-	-	-	-	-
7	axreH	-	-	axri{puM;5;eka}/axri{puM;6;eka}	axri{puM;6;eka}	RaRTIsambanXaH,8	axri_se	-	-	-	-	-
8	hriyam	7	hriyam	hrI{swrI;2;eka}	hrI{swrI;2;eka}	karma,9	lajjA_ko	-	-	-	-	-
9	AxaXAnaH	-	-	AxaXAnaH}	AxaXAnaH{puM;1;eka;kqxanwa}({kqw_XAwu jan2} anIyar{XAwuH janIz} xivAxiH)	upamAnam,10	-	-	-	-	-	-
10	iva	6	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,11	jEse	-	-	-	-	-
11	avaruroha	-	-	ava_ruh1{karwari;lit;u;eka;parasmEpaxI;ruhaz;:BvAxiH}/ava_ruh1{karwari;lit;pra;eka;parasmEpaxI;ruhaz;:BvAxiH}	ava_ruh1{karwari;lit;pra;eka;parasmEpaxI;ruhaz;:BvAxiH}	aBihiwa_karwA,5;sakarmaka	uwarA	-	-	-	-	-
