@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	1	aWa	aWa{avya}	aWa{avya}	sambanXaH,2	isake anaMwara 	-	-	-	-	-
2	raGuH	10	raGuH	raGu{puM;1;eka}	raGu{puM;1;eka}	karwA,13	raGu	-	-	-	-	raGuH= rAjA 
3	sama-xarSanaH	4	samaxarSanaH	sama-xarSana{puM;1;eka}	sama-xarSana{puM;1;eka}	viSeRaNam,2	saba prANiyoM me samAna xqRti raKane vAle 	-	-	-	-	-
4	aja-vyapekRayA	-	ajavyapekRayA	aja-vyapekRA{swrI;3;eka}	aja-vyapekRA{swrI;3;eka}	hewuH,6	apane puwra aja ke anuroXa se 	-	-	-	-	-
5	kASciw	2	kAScixajavyapekRayA	kiFciw{swrI;2;bahu}/kiFciw{swrI;1;bahu}	kiFciwswrI;1;bahu}	viSeRaNam,6	kuCa 	-	-	-	-	-
6	samAH	5	samAH	samA{swrI;2;bahu}/samA{swrI;1;bahu}/sama{puM;1;bahu}/sama{swrI;2;bahu}/sama{swrI;1;bahu}	samAswrI;1;bahu	karma,2	varRoM_ko	-	-	-	-	-
7	gamayiwvA	3	gamayiwvA	gam1{avya;Nijanwa;kwvA;gamLz;:BvAxiH}	gam1{avya;Nijanwa;kwvA;gamLz;:BvAxiH}	pUrvakAlaH,13	biwAkara 	-	-	-	-	-
8	yoga-samAXinA	9	yogasamAXinA	yoga-samAXi{puM;3;eka}	yoga-samAXi{puM;3;eka}	hewuH,2	yoga-bala_se	-	-	-	-	-
9	avyayam 	7	paramApaxavyayam	avyaya{puM;2;eka}/avyaya{napuM;1;eka}	avyaya{napuM;2;eka}	viSeRaNam,10	-	-	-	-	-	-
10	wamasaH	6	wamasaH	wamasa{puM;1;eka}/wamas{napuM;6;eka}/wamas{napuM;5;eka}	wamasnapuM;6;eka}	RaRTIsambanXaH,11	avixyA se pare 	-	-	-	-	-
11	param	-	-	param{avya}/para{sarvanAma;napuM;2;eka}/para{puM;2;eka}/para{napuM;1;eka}/para{napuM;2;eka}/para{sarvanAma;puM;2;eka}/para{sarvanAma;napuM;1;eka}	para{sarvanAma;napuM;2;eka}	viSeRaNam,12	-	-	-	-	-	-
12	puruRam	8	puruRam	puruRa{puM;2;eka}	puruRa{puM;2;eka}	karma,7	paramAwmA me mila gayA  	-	-	-	-	-
13	(Apaw)	-	(-)	Apkarwari luf pra eka parasmEpaxI{XAwuH ApLz} svAxiH	Apkarwari luf pra eka parasmEpaxI{XAwuH ApLz} svAxiH	aBihiwa_karwA,2	-	-	-	-	-	-
