@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	nava-xolam	-	-	nava-xola{puM;2;eka}	nava-xola{puM;2;eka}	viSeRaNam,2	-	-	-	-	-	-
2	qwu-uwsavam	-	-	qwu-uwsava{puM;2;eka}	qwu-uwsava{puM;2;eka}	karma,3	-	-	-	-	-	-
3	anuBavan	1	anuBavannavaxolamqwUwsavaM	anuBavaw{puM;1;eka{kqxanwa}(BU1;Sawq_lat{XAwuH BU}BvAxiH)}	anuBavaw{puM;1;eka{kqxanwa}(BU1;Sawq_lat{XAwuH BU}BvAxiH)}	varwamAnasamAnakAlaH,11	-	-	-	-	-	-
4	abalA-janaH	-	-	abalA-jana{puM;1;eka}	abalA-janaH{puM;1;eka}	karwA,11	abalA-janaH_ko	-	-	-	-	-
5	patuH	4	paturapi	patu{puM;1;eka}	patu{puM;1;eka}	viSeRaNam,4	-	-	-	-	-	-
6	api	-	-	api{avya}	api{avya}	sambanXaH,5	-	-	-	-	-	-
7	priya-kaNTa-jiGqkRayA	6	priyakaNTajiGqkRayA 	priya-kaNTa-jiGqkRA{swrI;3;eka}	priya-kaNTa-jiGqkRA{swrI;3;eka}	hewuH,11	priya	-	-	-	-	-
8	Asana-rajju-parigrahe	-	-	Asana-rajju-parigrahe{puM;7;eka}	Asana-rajju-parigrahe{puM;7;eka}	BAvalakRaNasapwamI_samAnakAlaH,11	Asana	-	-	-	-	-
9	Buja-lawAm	9	BujalawAM 	Buja-lawA{swrI;2;eka}	Buja-lawA{swrI;2;eka}	karma,11	hAWa-bela_ko	-	-	-	-	-
10	jalawAm	10	jalawAmabalAjanaH 	jalawA{swrI;2;eka}	jalawA{swrI;2;eka}	karmasamAnAXikaraNam,11	-	-	-	-	-	-
11	anayaw	7	anayaxAsanarajjuparigrahe 	NI1{karwari;laf;pra;eka;parasmEpaxI;NIF;:BvAxiH}	NI1{karwari;laf;pra;eka;parasmEpaxI;NIF;:BvAxiH}	aBihiwa_karwA,4	X_NI1_pp_skyA	-	-	-	-	-
