@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	nqpaH	6	nqpaH	nqpa{puM;1;eka}	nqpa{puM;1;eka}	karwA,4	rAjA	-	-	-	-	-
2	sasawwvAm	7	sasawwvAm	sasawwvA{swrI;2;eka}	sasawwvA{swrI;2;eka}	viSeRaNam,3	garBavawI_swrI_ko	-	-	-	-	-
3	mahiRIm	8	mahiRImamanyawa	mahiRI{swrI;2;eka}	mahiRI{swrI;2;eka}	karma,4	rAnI_ko	-	-	-	-	-
4	amanyawa	-	-	man1{karmaNi;laf;pra;eka;AwmanepaxI;manaz;:xivAxiH}/man2{karmaNi;laf;pra;eka;AwmanepaxI;manuz;:wanAxiH}	man1{karmaNi;laf;pra;eka;AwmanepaxI;manaz;:xivAxiH}	aBihiwa_karwA,1;sakarmakaH	jAnA_gayA	-	-	-	-	-
6	anwaH-salilAm	-	-	salilA{swrI;2;eka}	salilA{swrI;2;eka}	viSeRaNam,7	salilA_ko	-	-	-	-	-
7	sarasvawIm	5	sarasvawIm	sarasvawI{swrI;2;eka}/saras{mawup;swrI;2;eka}	sarasvawI{swrI;2;eka}	viSeRaNam,8	sarasvawI_ko	-	-	-	-	-
8	naxIm	4	naxImivAnwaHsalilAM	naxI{swrI;2;eka}	naxI{swrI;2;eka}	upamAnam,3	naxI_ko	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,8	jEse	-	-	-	-	-
10	niXAna-garBAm	1	niXAnagarBAmiva	niXAna-garBA{swrI;2;eka}	niXAna-garBA{swrI;2;eka}	viSeRaNam,11	-	-	-	-	-	-
11	sAgara-ambarAm	2	sAgarAmbarAm	sAgara-ambarA{swrI;2;eka}	sAgara-ambarA{swrI;2;eka}	upamAnam,3	-	-	-	-	-	-
12	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,11	jEse	-	-	-	-	-
13	aByanwara-lIna-pAvakAm	3	SamImivAByanwaralInapAvakAm	aByanwara-lIna-pAvakA{swrI;2;eka}	aByanwara-lIna-pAvakA{swrI;2;eka}	viSeRaNam,14	-	-	-	-	-	-
14	SamIm	-	-	SamI{swrI;2;eka}	SamI{swrI;2;eka}	upamAnam,3	-	-	-	-	-	-
15	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,14	jEse	-	-	-	-	-
