@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	naBas-carEH	1	naBaScarEH	naBas-cara{puM;3;bahu}/cara{napuM;3;bahu}	naBas-cara{napuM;3;bahu}	karaNam,13	AkASa-caroM_se	-	-	-	-	-
2	gIwa-yaSAH	2	gIwayaSAH	gE1{kwa;gE;:BvAxiH-yaSas;puM;1;eka}	naBas-gE1{kwa;gE;:BvAxiH-yaSas;puM;1;eka}	viSeRaNam,3	-	-	-	-	-	-
3	saH	3	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,13	vaha	-	-	-	nalaH	-
4	naBas-wala-SyAma-wanuM	5	naBaswalaSyAmawanuM	naBas-wala-SyAma-wanu{swrI;2;eka}/wanu{puM;2;eka}	naBas-wala-SyAma-wanu{puM;2;eka}	karma,7	AkASa-bAhU-SyAma-wanu_ko	-	-	-	-	-
5	naBas-Sabxamayena	8	naBaHSabxamayena	naBas-Sabxa{mayat;puM;3;eka}/Sabxa{mayat;napuM;3;eka}	naBas-Sabxa{mayat;napuM;3;eka}	viSeRaNam,6	AkASa-Sabxa	-	-	-	-	-
6	nAmnA	9	nAmnA	nAman{napuM;3;eka}	nAman{napuM;3;eka}	karwA,7	nAma_se	-	-	-	-	-
7	KyAwaM	7	KyAwaM	KyA1{karwari;lot;ma;xvi;parasmEpaxI;KyA;:axAxiH}/KyAwa{puM;2;eka(cakR1;kwa;cakRizf;:axAxiH)}/KyAwa{napuM;1;eka(cakR1;kwa;cakRizf;:axAxiH)}/KyAwa{napuM;2;eka(cakR1;kwa;cakRizf;:axAxiH)}	KyAwa{napuM;1;eka(cakR1;kwa;cakRizf;:axAxiH)}	viSeRaNam,8	prasixXa	-	-	-	-	-
8	naBas-mAsam	11	naBomAsaM 	naBas-mAsa{puM;2;eka}/mAsa{napuM;1;eka}/mAsa{napuM;2;eka}	naBas-mAsa{napuM;1;eka}	upamAnam,9	AkASa-mAsa	-	-	-	-	-
9	iva	12	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,12	jEse	-	-	-	-	-
10	prajAnAm	13	prajAnAM	prajA{swrI;6;bahu}/pra-ja{napuM;6;bahu}	pra-ja{napuM;6;bahu}	RaRTIsambanXaH,11	proM_kI	-	-	-	-	-
11	kAnwaM	10	kAnwaM	kAnwa{puM;2;eka(kam1;kwa;kamuz;:BvAxiH)}/kAnwa{napuM;1;eka(kam1;kwa;kamuz;:BvAxiH)}/kAnwa{napuM;2;eka(kam1;kwa;kamuz;:BvAxiH)}	kAnwa{puM;2;eka(kam1;kwa;kamuz;:BvAxiH)}	viSeRaNam,12	pawi	-	-	-	-	-
12	wanUjaM	6	wanUjaM	wanU-ja{puM;2;eka}	wanU-ja{puM;2;eka}	karma,13	wanU	-	-	-	-	-
13	leBe	4	leBe	laB1{karwari;lit;pra;eka;AwmanepaxI;dulaBazR;:BvAxiH}/laB1{karwari;lit;u;eka;AwmanepaxI;dulaBazR;:BvAxiH}/laB1{karmaNi;lit;pra;eka;AwmanepaxI;dulaBazR;:BvAxiH}/laB1{karmaNi;lit;u;eka;AwmanepaxI;dulaBazR;:BvAxiH}	laB1{karwari;lit;pra;eka;AwmanepaxI;dulaBazR;:BvAxiH}	aBihiwa_karwA,3;sakarmaka	prApwa_huA	-	-	-	-	-
