@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	vAmanASrama-paxaM	-	vAmanASramapaxaM	vAmanASrama-pax{puM;2;eka}/paxa{napuM;1;eka}/paxa{napuM;2;eka}/paxa{puM;2;eka}	vAmanASrama-paxa{napuM;2;eka}	karma,7	vAmanASrama-pEra	-	-	-	-	-
2	wawaH	-	wawaH	wawaH{avya}	wawaH{avya}	wulanA_binxuH,3	vahAz_se	-	-	-	-	-
3	param	-	param	param{avya}/para{puM;2;eka}/para{napuM;1;eka}/para{napuM;2;eka}/para{sarvanAma;puM;2;eka}/para{sarvanAma;napuM;1;eka}/para{sarvanAma;napuM;2;eka}	param{avya}	kAlAXikaraNam,12	param	-	-	-	-	-
4	pAvanaM	-	pAvanaM	pAvana{puM;2;eka}/pAvana{napuM;1;eka}/pAvana{napuM;2;eka}	pAvana{napuM;2;eka}	viSeRaNam,1	pAvana_kA	-	-	-	-	-
5	SruwaM	-	SruwamqRerupeyivAn	Sruwa{napuM;1;eka}/Sruwa{napuM;2;eka}/Sruwa{puM;2;eka(Sru1;kwa;Sru;:BvAxiH)}/Sruwa{napuM;1;eka(Sru1;kwa;Sru;:BvAxiH)}/Sruwa{napuM;2;eka(Sru1;kwa;Sru;:BvAxiH)}	Sruwa{napuM;2;eka(Sru1;kwa;Sru;:BvAxiH)}	viSeRaNam,1	prasixXi	-	-	-	-	-
6	qReH	-	-	qRi{puM;5;eka}/qRi{puM;6;eka}/qR1{karwari;viXilif;ma;eka;parasmEpaxI;qRIz;:wuxAxiH}	qRi{puM;5;eka}	apAxAnam,5	qRi_se	-	-	-	-	-
7	upeyivAn	-	-	upa+iN+kvasu (praWamAviBakwi, ekavacanam)	upa_i1{kvasu;puM;1;eka}	varwamAnasamAnakAlaH,12	jAwA_huA	-	-	-	-	-
8	unmanAH	-	unmanAH	unmanas{puM;1;eka}	unmanas{puM;1;eka}	karwqsamAnAXikaraNam,12	unmanas	-	-	-	-	-
9	praWama-janma-ceRtiwAni	-	praWamajanmaceRtiwAnyasmarannapi	praWama-janma-ceRtiwa{napuM;1;bahu(praWama-janma-ceRt1;kwa;ceRtaz;:BvAxiH)}/praWama-janma-ceRtiwa{napuM;2;bahu(ceRt1;kwa;ceRtaz;:BvAxiH)}	praWama-janma-ceRtiwa{napuM;2;bahu(praWama-janma-ceRt1;kwa;ceRtaz;:BvAxiH)}	karma,10	praWama-janma-hilA_dule	-	-	-	-	-
10	smaran	-	-	smaraw{puM;1;eka(smq1;Sawq_lat;smq;:BvAxiH)}	smaraw{puM;1;eka(smq1;Sawq_lat;smq;:BvAxiH)}	varwamAnasamAnakAlaH,12	smaraNa_karawA_huA	-	-	-	-	-
11	api	-	-	api{avya}	api{avya}	sambanXaH,10	BI	-	-	-	-	-
12	baBUva	-	baBUva	BU1{karwari;lit;u;eka;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;ma;bahu;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,13;sakarmaka	huA	-	-	-	-	-
13	rAGavaH	-	rAGavaH	rAGava{puM;1;eka}	rAGava{puM;1;eka}	karwA,12	raGuvaMSI	-	-	-	-	-
