@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yaxi	2	yaxi	yaxi{avya}	yaxi{avya}	niwya_sambanXaH,9	yaxi	-	-	-	-	-
2	vA	3	voxgawArciRA	vA{avya}	vA{avya}	sambanXaH,1	vA	-	-	-	-	-
3	uxgawa-arciRA	-	-	gam1{kwa;gamLz;:BvAxiH-arcis;puM;3;eka}/arcis{napuM;3;eka}	arcis{napuM;3;eka}	viSeRaNam,5	arcis_ke_xvArA	-	-	-	-	-
4	mama	6	mama	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,5	merI	-	-	-	-	-
5	paraSu-XArayA	5	paraSuXArayA	paraSu-XArA{swrI;3;eka}	paraSu-XArA{swrI;3;eka}	hewuH,6	kulhAdI-XArA_se	-	-	-	-	-
6	warjiwaH	4	warjiwaH	warjiwa{puM;1;eka(warj1;kwa;warjaz;:BvAxiH)}/warjiwa{puM;1;eka(warj2;kwa;warjaz;:curAxiH)}	warjiwa{puM;1;eka(warj2;kwa;warjaz;:curAxiH)}	viSeRaNam,7	XikkArA_huA	-	-	-	-	-
7	kAwaraH	1	kAwaroZsi	kAwara{puM;1;eka}	kAwara{puM;1;eka}	karwA,8	darapoka	-	-	-	-	-
8	asi	-	-	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	prawiyogI,1	ho	-	-	-	-	-
9	warhi	-	-	warhi{avya}	warhi{avya}	anuyogI,13	wo	-	-	-	-	-
10	vqWA	-	-	vqWA{avya}	vqWA{avya}	kriyAviSeRaNam,13	vqWA	-	-	-	-	-
11	jyA-niGAwa-kaTina-afguliH	7	jyAniGAwakaTinAfgulirvqWA	jyA-niGAwa-kaTina-afguli{swrI;1;eka}/afguli{puM;1;eka}	jyA-niGAwa-kaTina-afguli{puM;1;eka}	viSeRaNam,12	XanuR_kA_dorI-niGAwa-kaTina-afguli	-	-	-	-	-
12	aBaya-yAcanA-aFjaliH	-	-	aBaya-yAcanA-aFjali{puM;1;eka}	aBaya-yAcanA-aFjali{puM;1;eka}	karma,13	aBaya-yAcanA-aFjali	-	-	-	-	-
13	baXyawAm	8	baXyawAmaBayayAcanAFjaliH	banX1{karmaNi;lot;pra;eka;AwmanepaxI;banXaz;:kryAxiH}	banX1{karmaNi;lot;pra;eka;AwmanepaxI;banXaz;:kryAxiH}	aBihiwa_karma,12;sakarmaka	bAMXe	-	-	-	-	-
