@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	pOra-janasya	-	pOrajanasya	pOra-jana{napuM;6;eka}/jana{puM;6;eka}	pOra-jana{puM;6;eka}	RaRTIsambanXaH,2	-	-	-	-	-	-
2	newra-vrajAH	-	newravrajAH	newra-vra-ja{puM;1;bahu}/vra-ja{puM;8;bahu}/vraja{puM;8;bahu}/vraja{puM;1;bahu}/vrajA{swrI;8;bahu}/vrajA{swrI;1;bahu}/vrajA{swrI;2;bahu}	newra-vraja{puM;1;bahu}	karwA,12	-	-	-	-	-	-
3	sarvAn	-	sarvAn	sarva{sarvanAma;puM;2;bahu}	sarva{sarvanAma;puM;2;bahu}	viSeRaNam,4	-	-	-	-	-	-
4	nq-pawIn	-	nqpawIn	nq-pawi{puM;2;bahu}	nq-pawi{puM;2;bahu}	karma,5	-	-	-	-	-	-
5	vihAya	-	vihAya	hA1{avya;lyap;ozhAf;:juhowyAxiH}/hA2{avya;lyap;ozhAk;:juhowyAxiH}	vi_hA1{avya;lyap;ozhAf;:juhowyAxiH}	pUrvakAlaH,12	-	-	-	-	-	-
6	maxa-uwkate	-	maxowkate	maxa-uwkata{puM;7;eka}/uwkata{napuM;8;xvi}/uwkata{napuM;1;xvi}/uwkata{napuM;2;xvi}/uwkata{napuM;7;eka}/uwkatA{swrI;8;eka}/uwkatA{swrI;8;xvi}/uwkatA{swrI;1;xvi}/uwkatA{swrI;2;xvi}	maxa-uwkata{puM;7;eka}	viSeRaNam,7	-	-	-	-	-	-
7	ganXa-xvipe	-	ganXaxvipe	ganXa-xvipa{puM;7;eka}	ganXa-xvipa{puM;7;eka}	aXikaraNam,13	-	-	-	-	-	-
8	reciwa-puRpa-vqkRAH	-	reciwapuRpavqkRAH	ric2{kwa;ricaz;:curAxiH-puRpa-vqkRa;puM;1;bahu}/vqkRa{puM;8;bahu}/vqkRA{swrI;8;bahu}/vqkRA{swrI;1;bahu}/vqkRA{swrI;2;bahu}	vqkRA{swrI;2;bahu}	viSeRaNam,9	-	-	-	-	-	-
9	xvi-rePAH	-	xvirePAH	xvi-rePa{puM;8;bahu}/rePa{puM;1;bahu}/rePA{swrI;8;bahu}/rePA{swrI;1;bahu}/rePA{swrI;2;bahu}	xvi-rePA{puM;1;bahu}	karwA,13	-	-	-	-	-	-
10	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,12	-	-	-	-	-	-
11	wasmin	-	wasmin	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;puM;7;eka}	aXikaraNam,12	-	-	-	-	-	-
12	nipewuH	-	nipewuH	ni_paw1{karwari;lit;pra;eka;parasmEpaxI;pawLz;:BvAxiH}	ni_paw1{karwari;lit;pra;bahu;parasmEpaxI;pawLz;:BvAxiH}	aBihiwa_karwA,2	-	-	-	-	-	-
13	(nipewuH)	-	(nipewuH)	ni_paw1{karwari;lit;pra;eka;parasmEpaxI;pawLz;:BvAxiH}	ni_paw1{karwari;lit;pra;bahu;parasmEpaxI;pawLz;:BvAxiH}	upamAnam,10	-	-	-	-	-	-
14	vanye	-	vanye	vanya{puM;7;eka}	vanya{puM;7;eka}	viSeRaNam,7	-	-	-	-	-	-
