@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	viXijFaH	-	-	viXijFa{puM;1;eka}	viXijFa{puM;1;eka}	viSeRaNam,4	karmakANda_kA_jFAwA	-	-	-	-	-
2	mAna-Xana-agrayAyI	3	mAna-Xana-agrayAyI	mA1{lyut;mA;:axAxiH}/mi1{lyut;dumiF;:svAxiH}/mA2{lyut;mAf;:juhowyAxiH}/mA3{lyut;mAf;:xivAxiH}/mI2{lyut;mIF;:kryAxiH-Xana-agrayAyin;puM;1;eka}	mA1{agrayAyin;puM;1;eka}	viSeRaNam,4	-	-	-	-	-	-
3	kqwyaviw	5	kqwyavixiwyuvAca	kqwyaviw}	kqwyaviw{puM;1;eka}	viSeRaNam,4	-	-	-	-	-	-
4	viSAM-pawiH	4	viSAMpawirviRtaraBAjamArAwkqwAFjaliH	viSAM-pawi{puM;1;eka}	viSAM-pawi{puM;1;eka}	karwA,13	viSAM-pawi	-	-	-	-	-
5	viRtara-BAjaM	-	-	viRtara-BA-ja{puM;2;eka}/viRtara-BAja{puM;2;eka(Baj1;GaF;Bajaz;:BvAxiH)}/viRtara-BAja{puM;2;eka(BAja1;GaF;BAja;:curAxiH)}/viRtara-BAja{puM;2;eka(Baj2;GaF;Bajaz;:curAxiH)}/BAja{puM;2;eka}/BAja{napuM;1;eka}/BAja{napuM;2;eka}	viRtara-BAjapuM;2;eka}	karma,9	Asana-Be_ko	-	-	-	-	-
6	waM	1	wamarcayiwvA	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	viSeRaNam,5	usako	-	-	-	-	-
7	wapo-XanaM	-	-	wapo-Xana{puM;2;eka}/Xana{napuM;1;eka}/Xana{napuM;2;eka}	wapo-Xana{puM;2;eka}	viSeRaNam,5	ajFAna_ko_xUra_karane_vAlA-Xana_ko	-	-	-	-	-
8	viXivaw	2	viXivaxviXijFaswapoXanaM	viXi{avya;vaw}	viXi{avya;vaw}	kriyAviSeRaNam,9	-	-	-	-	-	-
9	arcayiwvA	-	-	arc2{avya;kwvA;arcaz;:curAxiH}	arc2{avya;kwvA;arcaz;:curAxiH}	pUrvakAlaH,13	-	-	-	-	-	-
10	ArAw	-	-	ArAw{avya}	ArAw{avya}	aXikaraNam,14	samIpa	-	-	-	-	-
11	kqwAFjaliH	-	-	kqwAFjali{puM;1;eka}	kqwAFjali{puM;1;eka}	karwqrahiwakarwqsamAnAXikaraNam,14	vinamrawA_ke_kAraNa_xonoM_hAWa_jod@Ze_hue	-	-	-	-	-
12	iwi	-	-	iwi{avya}	iwi{avya}	karma,13	EsA	-	-	-	-	-
13	uvAca	-	-	vac1{karwari;lit;pra;eka;parasmEpaxI;vacaz;:axAxiH}/vac1{karwari;lit;u;eka;parasmEpaxI;vacaz;:axAxiH}	vac1{karwari;lit;pra;eka;parasmEpaxI;vacaz;:axAxiH}	aBihiwa_karwA,4;sakarmaka	bolA	-	-	-	-	-
14	(san)	-	(-)	as2{Sawq;pra;1;eka;kqxanwa}	as2{Sawq;pra;1;eka;kqxanwa}	varwamAnasamAnakAlaH,13	-	-	-	-	-	-
