@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	canxanAnAm	2	canxanAnAm	canxana{puM;6;bahu}/canxana{napuM;6;bahu(cax2;lyut;caxiz;:BvAxiH)}	canxana{puM;6;bahu}	RaRTIsambanXaH,2	canxanoM_kA	-	-	-	-	-
2	Bogi-veRtana-mArgeRu	1	BogiveRtanamArgeRu	Bogi-veRt1{lyut;veRtaz;:BvAxiH-mArga;puM;7;bahu}/mArga{napuM;7;bahu}	Bogi-veRt1{lyut;veRtaz;:BvAxiH-mArga;puM;7;bahu}	aXikaraNam,3	-	-	-	-	-	-
3	samarpiwam	3	samarpiwam	samarpiwam}	samarpiwam{napuM;1;eka}	viSeRaNam,7	-	-	-	-	-	-
4	wripaxI-CexinAm	6	wripaxIcCexinAmapi	wripaxI-CexinAm}	wripaxI-CexinAm{puM;6;bahu}	viSeRaNam,6	wripaxI-	-	-	-	-	-
5	api	-	-	api{avya}	api{avya}	sambanXaH,6	BI	-	-	-	-	-
6	kariNAm	4	nAsrasawkariNAM	karin{puM;6;bahu}	karin{puM;6;bahu}	RaRTIsambanXaH,7	hAWiyoM_kA	-	-	-	-	-
7	grEvam	5	grEvam	grEva{puM;2;eka}/grEva{napuM;1;eka}/grEva{napuM;2;eka}	grEva{napuM;1;eka}	karwA,9	grEva_ko	-	-	-	-	-
8	na	-	-	na{avya}	na{avya}	prawiReXaH,9	nahIM	-	-	-	-	-
9	asrasaw	-	-	asrasaw}	asrasaw{karwari luf pra eka parasmEpaxI{XAwuH sraMs} curAxiH}	aBihiwa_karwA,7;sakarmaka	-	-	-	-	-	-
