@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	we	1	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	karwA,5	ve	-	-	-	-	-
2	rAmAya	2	rAmAya	rAma{puM;4;eka}	rAma{puM;4;eka}	sampraxAnam,5	rAma_ko	-	-	-	-	-
3	vibuXa-xviRaH	5	vibuXaxviRaH	vibuXaxviRaH}	vibuXa- xviR{puM;6;eka}	RaRTIsambanXaH,4	-	-	-	-	-	-
4	vaXopAyam	3	vaXopAyam	vaXopAya{puM;2;eka}	vaXopAya{puM;2;eka}	karma,5	hawyA_kI_warakIba_ko	-	-	-	-	-
5	AcaKyuH	4	AcaKyuH	Af_KyA1{karwari;lit;pra;bahu;parasmEpaxI;KyA;:axAxiH}/Af_cakR1{karwari;lit;pra;bahu;AwmanepaxI;cakRizf;:axAxiH}	Af_KyA1{karwari;lit;pra;bahu;parasmEpaxI;KyA;:axAxiH}	aBihiwa_karwA,1;sakarmaka	kahe	-	-	-	-	-
6	lavaNaH	7	lavaNaH	lavaNa{puM;1;eka}	lavaNa{puM;1;eka}	karwA,9	namaka	-	-	-	-	-
7	SUlI	8	SUlI	SUlin{puM;1;eka}	SUlin{puM;1;eka}	viSeRaNam,6	Siva	-	-	-	-	-
8	xurjayaH	6	xurjayo	xurjaya{puM;1;eka}	xurjaya{puM;1;eka}	karwqsamAnAXikaraNam,9	xurjaya	-	-	-	-	-
9	(aswi)	-	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,6;sakarmaka	hE	-	-	-	-	-
10	viSUlaH	9	viSUlaH	viSUla{puM;1;eka}	viSUla{puM;1;eka}	karwA,11	jisake_pAsa_barCI_na_ho	-	-	-	-	-
11	prArWyawAm	10	prArWyawAm	pra_arWa1{karmaNi;lot;pra;eka;AwmanepaxI;arWa;:curAxiH}	pra_arWa1{karmaNi;lot;pra;eka;AwmanepaxI;arWa;:curAxiH}	aBihiwa_karwA,10;sakarmaka	prArWanA_kare	-	-	-	-	-
