@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	xaNdyAn	3	xaNdyAnpariNewuH	xaNdya{puM;2;bahu(xaNda1;yaw;xaNda;:curAxiH)}	xaNdya{puM;2;bahu(xaNda1;yaw;xaNda;:curAxiH)}	karma,3	aparAXa	-	-	-	-	-
2	sWiwyE	1	sWiwyE	sWiwi{swrI;4;eka}	sWiwi{swrI;4;eka}	prayojanam,3	sWiwi_ke_liye	-	-	-	-	-
3	xaNdayawaH	2	xaNdayawo	xaNda1{karwari;lat;pra;xvi;parasmEpaxI;xaNda;:curAxiH}/xaNda1{Nijanwa;karwari;lat;pra;xvi;parasmEpaxI;xaNda;:curAxiH}/xaNdayaw{puM;2;bahu(xaNda1;Sawq_lat;xaNda;:curAxiH)}/xaNdayaw{puM;5;eka(xaNda1;Sawq_lat;xaNda;:curAxiH)}/xaNdayaw{puM;6;eka(xaNda1;Sawq_lat;xaNda;:curAxiH)}/xaNdayaw{napuM;5;eka(xaNda1;Sawq_lat;xaNda;:curAxiH)}/xaNdayaw{napuM;6;eka(xaNda1;Sawq_lat;xaNda;:curAxiH)}	xaNdayaw{napuM;6;eka(xaNda1;Sawq_lat;xaNda;:curAxiH)	viSeRaNam,7	xaNda_xewe_hEM	-	-	-	-	-
4	prasUwaye	4	prasUwaye	prasUwi{swrI;4;eka}	prasUwi{swrI;4;eka}	prayojanam,5	janma_xenA_ke_liye	-	-	-	-	-
5	pariNewuH	-	-	pariNewq{puM;5;eka}/pariNewq{puM;6;eka}	pariNewq{puM;6;eka}	viSeRaNam,7	pariNewq_kI	-	-	-	-	-
6	manIRiNaH	9	manIRiNaH	manIRin{puM;1;bahu}/manIRin{puM;2;bahu}/manIRin{puM;5;eka}/manIRin{puM;6;eka}/manIRin{puM;8;bahu}	manIRin{puM;6;eka}	viSeRaNam,7	buxXimAn	-	-	-	-	-
7	wasya	6	wasyAswAM	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,8	usake	-	-	-	His 	@A @king @Dilip
8	arWakAmO	-	-	arWakAma{puM;1;xvi}/arWakAma{puM;2;xvi}	arWakAma{puM;1;xvi}	karwA,12	arWakAma	-	-	-	-	-
9	api	5	apyarWakAmO	api{avya}	api{avya}	sambanXaH,8	BI	-	-	-	-	-
10	XarmaH	7	Xarma	Xarma{puM;1;eka}	Xarma{puM;1;eka}	sambanXaH,8	Xarma	-	-	-	-	-
11	eva	8	eva	eva{avya}	eva{avya}	sambanXaH,10	hI	-	-	-	-	-
12	AswAm	-	-	as2{karwari;laf;pra;xvi;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,8;sakarmaka	WA	-	-	-	-	-
