@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wawaH	1	wawo	wawa{avya}	wawa{avya}	sambanXaH,11	-	-	-	-	-	-
2	niRafgAw	2	niRafgAxasamagramuxXqwaM	niRafga{puM;5;eka}	niRafga{puM;5;eka}	apAxAnam,4	niRafga_se	@mountain	-	-	-	-
3	asamagram	-	-	a-samagra{puM;2;eka}/samagra{napuM;1;eka}/samagra{napuM;2;eka}	a-samagra{puM;2;eka}	viSeRaNam,5	-	@Not @even	-	-	-	-
4	uxXqwam	-	-	uxXqwa{puM;2;eka{kqxanwa}({kqw_XAwu;Xq1};kwa;XqF;BvAxiH)}/uxXqwa{napuM;1;eka{kqxanwa}({kqw_XAwu;Xq1};kwa;XqF;BvAxiH)}/uxXqwa{napuM;2;eka{kqxanwa}({kqw_XAwu;Xq1};kwa;XqF;BvAxiH)}	uxXqwa{puM;2;eka{kqxanwa}({kqw_XAwu;Xq1};kwa;XqF;BvAxiH)}	viSeRaNam,6	-	-	-	-	-	-
5	suvarNa-pufKa-xyuwi-raFjiwa-afgulim	3	suvarNapufKaxyuwiraFjiwAfgulim	suvarNa-pufKa-xyuwi-raFjiwa-afguli{swrI;2;eka}	suvarNa-pufKa-xyuwi-raFjiwa-afguli{swrI;2;eka}	viSeRaNam,6	-	@to @fingers	-	-	-	-
6	iRum	-	iRum	iRu{puM;2;eka}	iRu{puM;2;eka}	karma,7	bANa_ko	-	-	-	-	-
7	prawisaMharana	5	prawisaMharanniRuM	prawi_saMharaw{puM;1;eka{kqxanwa}({kqw_XAwu;hq1};Sawq_lat;hqF;BvAxiH)}/saMharaw{puM;8;eka{kqxanwa}({kqw_XAwu;hq1};Sawq_lat;hqF;BvAxiH)}/saMharaw{puM;1;eka{kqxanwa}({kqw_XAwu;hq2};Sawq_lat;hq;juhowyAxiH)}/saMharaw{puM;8;eka{kqxanwa}({kqw_XAwu;hq2};Sawq_lat;hq;juhowyAxiH)}	prawi_saMharaw{puM;1;eka{kqxanwa}({kqw_XAwu;hq1};Sawq_lat;hqF;BvAxiH)}	viSeRaNam,9	-	-	-	-	-	-
8	priyaMvaxaH	6	priyaMvaxaH	priyaMvaxa{puM;1;eka}	priyaMvaxa{puM;1;eka}	viSeRaNam,9	priyaMvaxa	@sweet @talk	-	-	-	-
9	narenxrasUnuH	4	narenxrasUnuH	narenxrasUnu{puM;1;eka};	narenxrasUnu{puM;1;eka};	karwA,11	-	-	-	-	-	-
10	sureSvaram	-	-	sureSvara{puM;2;eka}	sureSvara{puM;2;eka}	karma,11	inxra_ko	-	-	-	-	-
11	prawyavaxaw	7	prawyavaxawsureSvaram	prawi_vax1{karwari;laf;pra;eka;parasmEpaxI;vaxaz;:BvAxiH}	prawi_vax1{karwari;laf;pra;eka;parasmEpaxI;vaxaz;:BvAxiH}	aBihiwa_karwA,9;sakarmakaH	vivAxa_kiyA	-	-	-	-	-
