@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wajjFEH	5	wayoswajjFErnivexiwam	wajjFa{puM;3;bahu}	wajjFa{puM;3;bahu}	karaNam,2	jAnane_vAloM_se	-	-	-	-	-
2	nivexiwam	-	-	nivexiwam}	nivexiwa{puM;2;eka{kqxanwa}({kqw_XAwu vix5} kwa{XAwuH vixaz} curAxiH)	viSeRaNam,7	-	-	-	-	-	-
3	wayoH	-	-	wax{sarvanAma;puM;6;xvi}/wax{sarvanAma;napuM;6;xvi}/wax{sarvanAma;swrI;6;xvi}/wax{sarvanAma;puM;7;xvi}/wax{sarvanAma;napuM;7;xvi}/wax{sarvanAma;swrI;7;xvi}	wax{sarvanAma;puM;6;xvi}	RaRTIsambanXaH,4	unakA	-	-	-	-	-
4	rUpe	1	rUpe	rUpa{napuM;1;xvi}/rUpa{napuM;2;xvi}/rUpa{napuM;8;xvi}/rUpa{napuM;7;eka}	rUpa{napuM;7;eka}	viRayAXikaraNam,7	rUpa	-	-	-	-	-
5	gIwe	2	gIwe	gIwa{napuM;1;xvi}/gIwa{napuM;2;xvi}/gIwi{swrI;8;eka}/gIwa{napuM;7;eka}/gIwa{puM;7;eka}/gIwA{swrI;1;xvi}/gIwA{swrI;2;xvi}	gIwa{napuM;7;eka}	viRayAXikaraNam,14	gIwa	-	-	-	-	-
6	ca	3	ca	ca{avya}	ca{avya}	samuccayaxyowakaH,4	Ora	-	-	-	-	-
7	mAXuryam	4	mAXuryam	mAXurya{napuM;1;eka}/mAXurya{napuM;2;eka}	mAXurya{napuM;2;eka}	karma,11	mAXurya	-	-	-	-	-
8	sa-anujaH	7	sAnujo	sAnu-ja{puM;1;eka}	sAnu-ja{puM;1;eka}	viSeRaNam,9	cotI	-	-	-	-	-
9	rAmaH	8	rAmaH	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,12	rAma	-	-	-	-	-
10	kuwUhalI	11	kuwUhalI	kuwUhalI}	kuwUhalI{puM;1;eka}	viSeRaNam,9	-	-	-	-	-	-
11	xaxarSa	6	xaxarSa	xqS1{karwari;lit;u;eka;parasmEpaxI;xqSizr;:BvAxiH}/xqS1{karwari;lit;pra;eka;parasmEpaxI;xqSizr;:BvAxiH}	xqS1{karwari;lit;pra;eka;parasmEpaxI;xqSizr;:BvAxiH}	samucciwaH,12	xeKA	-	-	-	-	-
12	SuSrAva	9	SuSrAva	Sru1{karwari;lit;u;eka;parasmEpaxI;Sru;:BvAxiH}/Sru1{karwari;lit;pra;eka;parasmEpaxI;Sru;:BvAxiH}	Sru1{karwari;lit;pra;eka;parasmEpaxI;Sru;:BvAxiH}	aBihiwa_karwA,9;sakarmaka	sunA	-	-	-	-	-
13	ca	10	ca	ca{avya}	ca{avya}	samuccayaxyowakaH,12	Ora	-	-	-	-	-
14	(mAXuryam)	-	(-)	mAXurya{napuM;1;eka}/mAXurya{napuM;2;eka}	mAXurya{napuM;2;eka}	karma,12	mAXurya	-	-	-	-	-
15	(wayoH)	-	(-)	wax{sarvanAma;puM;6;xvi}/wax{sarvanAma;napuM;6;xvi}/wax{sarvanAma;swrI;6;xvi}/wax{sarvanAma;puM;7;xvi}/wax{sarvanAma;napuM;7;xvi}/wax{sarvanAma;swrI;7;xvi}	wax{sarvanAma;puM;6;xvi}	RaRTIsambanXaH,5	unakA	-	-	-	-	-
