@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	UrXva-bAhuH	-	-	UrXva-bAhu{puM;1;eka}	UrXva-bAhu{puM;1;eka}	viSeRaNam,2	UrXva-BujA	-	-	-	-	-
2	eRaH	1	eRoZkRamAlAvalayaM	ewax{sarvanAma;puM;1;eka}	ewax{sarvanAma;puM;1;eka}	karwA,13	yaha	-	-	-	-	-
3	akRa-mAlA-valayaM	-	-	akRa-mAlA-valaya{puM;2;eka}/valaya{napuM;1;eka}/valaya{napuM;2;eka}	akRa-mAlA-valaya{puM;2;eka}	viSeRaNam,8	XurA-mAlA-kaMkaNa	-	-	-	-	-
4	mqgANAM	2	mqgANAM	mqga{puM;6;bahu}	mqga{puM;6;bahu}	RaRTIsambanXaH,5	mqgoM-ke	-	-	-	-	-
5	kaNdUyiwAram	3	kaNdUyiwAram	kaNduyiwq{puM;2;eka}	kaNduyiwq{puM;2;eka}	viSeRaNam,8	-	-	-	-	-	-
6	kuSa-sUci-lAvam	4	kuSasUcilAvam	kuSa-sUci-lAva{puM;2;eka}/lAva{napuM;1;eka}/lAva{napuM;2;eka}	kuSa-sUci-lAva{puM;2;eka}	viSeRaNam,8	kuSa-sUci-lAva	-	-	-	-	-
7	savya-iwaraM	8	savyewaraM	Ru3{yaw;RuF;:svAxiH}/RU3{yaw;RU;:wuxAxiH}/Su1{yaw;Su;:BvAxiH}/RU1{yaw;RUf;:axAxiH}/RU2{yaw;RUf;:xivAxiH}/Ru2{yaw;Ru;:axAxiH-iwara;sarvanAma;puM;2;eka}/iwara{puM;2;eka}/iwara{napuM;1;eka}/iwara{napuM;2;eka}	savya-iwara{napuM;2;eka}	viSeRaNam,8	-	-	-	-	-	-
8	Bujam	7	BujamUrXvabAhuH	Buja{puM;2;eka}	Bu-ja{puM;2;eka}	karma,13	Buja	-	-	-	-	-
9	me	6	me	asmax{sarvanAma;6;eka}/asmax{sarvanAma;4;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,10	mere	-	-	-	-	-
10	saBAjane	5	saBAjane	saBAjana{napuM;1;xvi}/saBAjana{napuM;2;xvi}/saBAjana{napuM;7;eka}/saBAjana{napuM;1;xvi(saBAja1;lyut;saBAja;:curAxiH)}/saBAjana{napuM;2;xvi(saBAja1;lyut;saBAja;:curAxiH)}/saBAjana{napuM;7;eka(saBAja1;lyut;saBAja;:curAxiH)}	saBAjana{napuM;7;eka}	aXikaraNam,13	praNAma_karane	-	-	-	-	-
11	iwaH	-	-	iwaH{avya}/i1{karwari;lat;pra;xvi;parasmEpaxI;iN;:axAxiH}/iwa{puM;1;eka(i1;kwa;iN;:axAxiH)}	iwaH{avya}	xeSAXikaraNam,13	jAwe_hEM	-	-	-	-	-
12	prAXvam	9	prAXvamiwaH	prAXvam{avya}	prAXvam{avya}	kriyAviSeRaNam,13	prAXvam	-	-	-	-	-
13	prayufkwe	10	prayufkwe	pra_yuj{karwari;lat;pra;eka;AwmanepaxI;yujizr;ruXAxiH}	pra_yuj{karwari;lat;pra;eka;AwmanepaxI;yujizr;ruXAxiH}	aBihiwa_karwA,2;sakarmaka	-	-	-	-	-	-
