@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kaSciw	1	kaScixyaWABAgamavasWiweZpi	kiFciw{sarvanAma;puM;1;eka}	kiFciw{sarvanAma;puM;1;eka}	karwA,11	-	-	-	-	-	-
2	yaWA-BAgam	-	-	yaWA-BAga{puM;2;eka}/BAga{napuM;1;eka}/BAga{napuM;2;eka}	yaWA-BAga{napuM;2;eka}	kriyAviSeRaNam,3	-	-	-	-	-	-
3	avasWiwe	-	-	avasWiwa{puM;7;eka(RWA1;kwa;RWA;:BvAxiH)}	avasWiwa{puM;1;eka(RWA1;kwa;RWA;:BvAxiH)}	viSeRaNam,12	-	-	-	-	-	-
4	api	-	-	api{avya}	api{avya}	sambanXaH,3	-	-	-	-	-	-
5	sva-sanniveSAw	2	svasaMniveSAxvyawilafGinIva	sva-sanniveSa{puM;5;eka}/sanniveSa{napuM;5;eka}	sva-sanniveSa{puM;5;eka}	hewuH,6	-	-	-	-	-	-
6	vyawilafGini	-	-	vyawilafGin(swrI;1;eka)	vyawilafGin{napuM;7;eka}	upamAnam,7	-	-	-	-	-	-
7	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,12	-	-	-	-	-	-
8	ekaM	3	vajrAMSugarBAfguliranXramekaM	eka{puM;2;eka}/eka{napuM;1;eka}/eka{napuM;2;eka}	eka{napuM;2;eka}	viSeRaNam,10	-	-	-	-	-	-
9	vajra-aMSu-garBa-afguli-ranXram	-	-	ranXra{napuM;1;eka}/ranXra{napuM;2;eka}	ranXra{napuM;1;eka}	viSeRaNam,10	-	-	-	-	-	-
10	karaM	5	karaM	kara{puM;2;eka}/kara{napuM;1;eka}/kara{napuM;2;eka}	kara{napuM;2;eka}	karma,11	-	-	-	-	-	-
11	vyApArayAmAsa	4	vyApArayAmAsa	pq{Nijanwa karwari lit pra eka parasmEpaxI{XAwuH pq} svAxiH}	pq{Nijanwa karwari lit pra eka parasmEpaxI{XAwuH pq} svAxiH}	aBihiwa_karwA,1	-	-	-	-	-	-
12	kirIte	6	kirIte	kirIta{napuM;1;xvi}/kirIta{napuM;2;xvi}/kirIta{napuM;8;xvi}/kirIta{puM;7;eka}/kirIta{napuM;7;eka}	kirIta{napuM;7;eka}	aXikaraNam,11	-	-	-	-	-	-
