@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kOSikAw	4	kOSikAxvixiwaSApayA 	kOSika{puM;5;eka}/kOSika{napuM;5;eka}	kOSika{napuM;5;eka}	hewuH,2	kOSika_se	-	-	-	-	-
2	vixiwa-SApayA	-	-	vix1{kwa;vixaz;:axAxiH-SApA;swrI;3;eka}	vix1{kwa;vixaz;:axAxiH-SApA;swrI;3;eka}	viSeRaNam,3	-	-	-	-	-	-
3	sukewu-suwayA	2	sukewusuwayA	sukewu-suwA{swrI;3;eka(sukewu-Ru3;kwa;RuF;:svAxiH)}/sukewu-suwA{swrI;3;eka(Su1;kwa;Su;:BvAxiH)}/sukewu-suwA{swrI;3;eka(Ru2;kwa;Ru;:axAxiH)}/suwA{swrI;3;eka}	sukewu-suwA{swrI;3;eka(sukewu-Ru2;kwa;Ru;:axAxiH)}	karwA,4	sukewu-puwrI_se	-	-	-	-	-
4	KilIkqwe	3	KilIkqwe	KilIkqwa{puM;7;eka}/KilIkqwa{napuM;1;xvi}/KilIkqwa{napuM;2;xvi}/KilIkqwa{napuM;7;eka}/KilIkqwA{swrI;1;xvi}/KilIkqwA{swrI;2;xvi}	KilIkqwa{napuM;7;eka}	viSeRaNam,5	KilIkqwa_meM	-	-	-	-	-
5	paWi	5	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	aXikaraNam,12	rAswe_meM	-	-	-	-	-
6	wO	1	wO	wax{sarvanAma;puM;1;xvi}/wax{sarvanAma;puM;2;xvi}	wax{sarvanAma;puM;1;xvi}	karwA,12	ve	-	-	-	rAmalakRmaNO	-
7	sWala-niveSiwa-atanI	7	sWalaniveSiwAtanI	sWala-niveSiwa-atanI{swrI;1;eka}/atani{swrI;1;xvi}/atani{swrI;2;xvi}/atani{swrI;8;xvi}/atani{puM;8;xvi}/atani{puM;1;xvi}/atani{puM;2;xvi}	sWala-niveSiwa-atani{puM;2;xvi}	viSeRaNam,10	sWala-niveSiwa-atani	-	-	-	-	-
8	lIlayA	8	lIlayEva	lIlA{swrI;3;eka}	lIlA{swrI;3;eka}	karaNam,12	lIlA_se	-	-	-	-	-
9	eva	-	-	eva{avya}	eva{avya}	sambanXaH,8	hI	-	-	-	-	-
10	XanuRI	9	XanuRI	Xanus{napuM;1;xvi}/Xanus{napuM;2;xvi}/Xanus{napuM;8;xvi}	Xanus{napuM;2;xvi}	muKyakarma,12	XanuRa	-	-	-	-	-
11	aXijyawAm	10	aXijyawAm	aXijya{wal;swrI;2;eka}	aXijya{wal;swrI;2;eka}	gONakarma,12	aXijya_ko	-	-	-	-	-
12	ninyawuH	6	ninyawuH	NI1{karwari;lit;pra;xvi;parasmEpaxI;NIF;:BvAxiH}	NI1{karwari;lit;pra;xvi;parasmEpaxI;NIF;:BvAxiH}	aBihiwa_karwA,6;sakarmaka	le_gaye	-	-	-	-	-
