@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(xilIpaH)	-	(-)	xilIpa{puM;1;eka}	xilIpa{puM;1;eka}	karwA,12	xilIpa	-	-	-	-	-
2	vyUDa-uraskaH	1	vyUDoraskaH	vyUDa-uraska{puM;1;eka}	vyUDa-uraska{puM;1;eka}	karwqsamAnAXikaraNam,12	cOdA	-	-	-	-	-
3	vqRa-skanXaH	3	vqRaskanXaH	vqRa-skanXa{puM;1;eka}/skanXas{napuM;1;eka}/skanXas{napuM;2;eka}/skanXas{napuM;8;eka}/skanXas{puM;8;eka}	vqRa-skanXa{puM;1;eka}	karwqsamAnAXikaraNam,12	sAzda-kanXe	-	-	-	-	-
4	SAla-prAMSuH	4	SAlaprAMSuH	SAla-prAMSu{puM;1;eka}	SAla-prAMSu{puM;1;eka}	karwqsamAnAXikaraNam,12	SAla-vqkRaHsAunnawa	-	-	-	-	-
5	mahA-BujaH	5	mahABujaH	mahA-Bu-ja{puM;1;eka}/Buja{puM;1;eka}	mahA-Buja{puM;1;eka}	karwqsamAnAXikaraNam,12	mahawa Buja	-	-	-	-	-
6	Awma-karma-kRamam	6	AwmakarmakRamam	Awma-karma-kRama{puM;2;eka}/kRama{napuM;1;eka}/kRama{napuM;2;eka}	Awma-karma-kRama{napuM;2;eka}	viSeRaNam,7	Awma-karma-yogya	-	-	-	-	-
7	xeham	7	xeham	xeha{puM;2;eka}/xeha{napuM;1;eka}/xeha{napuM;2;eka}	xeha{napuM;2;eka}	karma,8	SarIra_meM	-	-	-	-	-
8	ASriwaH	10	ASriwaH	ASri{avya;wasil}/ASriwa{puM;1;eka(Sri1;kwa;SriF;:BvAxiH)}	ASriwa{puM;1;eka(Sri1;kwa;SriF;:BvAxiH)}	karwqsamAnAXikaraNam,12	ASraya_liyA	-	-	-	-	-
9	kRAwraH	8	kRAwro	kRAwra{puM;1;eka}	kRAwra{puM;1;eka}	viSeRaNam,10	kRAwra-Xarma_ne	-	-	-	-	-
10	XarmaH	-	Xarma	Xarma{puM;1;eka}	Xarma{puM;1;eka}	upamAnam,11	-	-	-	-	-	-
11	iva	9	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,12	jEse	-	-	-	-	-
12	(sWiwaH)	-	(-)	-	-	aBihiwa_karwA,1	-	-	-	-	-	-
