@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	we	-	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	prayojakakarwA,9	wumhAre	-	-	-	-	-
2	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,3	usake	-	-	-	-	-
3	aBiRekAya	-	aBiRekAya	aBiReka{puM;4;eka}	aBiReka{puM;4;eka}	prayojanam,9	aBiReka_ke_liye	-	-	-	-	-
4	SilpiBiH	-	SilpiBiH	Silpin{puM;3;bahu}	Silpin{puM;3;bahu}	prayojyakarwA,9	SilpiyoM_ke_xvArA	-	-	-	-	-
5	uw-vexi	-	uxvexi	uw-vexin{napuM;1;eka}/vexin{napuM;2;eka}/vexI{swrI;8;eka}/vexi{napuM;8;eka}/vexi{napuM;1;eka}/vexi{napuM;2;eka}	uw-vexi{napuM;2;eka}	viSeRaNam,8	uw-vivAha_karane_vAle_ko	-	-	-	-	-
6	cawuH-swamBa-prawiRTiwaM	-	cawuHswamBaprawiRTiwaM	cawuH-prawiRTiwa{puM;2;eka(cawuH-RwaB1;GaF;RwaBiz;:BvAxiH-RWA1;kwa;RWA;:BvAxiH)}/cawuH-prawiRTiwa{napuM;1;eka(RWA1;kwa;RWA;:BvAxiH)}/cawuH-prawiRTiwa{napuM;2;eka(RWA1;kwa;RWA;:BvAxiH)}/prawiRTiwa{puM;2;eka}/prawiRTiwa{napuM;1;eka}/prawiRTiwa{napuM;2;eka}	cawuH-prawiRTiwa{napuM;1;eka(cawuH-RWA1;kwa;RWA;:BvAxiH)}	viSeRaNam,8	cawuH-prawiRTiwa	-	-	-	-	-
7	navaM	-	navaM	nava{puM;2;eka}/nava{napuM;1;eka}/nava{napuM;2;eka}	nava{napuM;1;eka}	viSeRaNam,8	nava	-	-	-	-	-
8	vimAnaM	-	vimAnaM	vimAna{puM;2;eka}/vimAna{puM;2;eka(man1;GaF;manaz;:xivAxiH)}/vimAna{napuM;1;eka(mA1;lyut;mA;:axAxiH)}/vimAna{napuM;2;eka(mA1;lyut;mA;:axAxiH)}/vimAna{puM;2;eka(man2;GaF;manuz;:wanAxiH)}/vimAna{napuM;1;eka(mi1;lyut;dumiF;:svAxiH)}/vimAna{napuM;2;eka(mi1;lyut;dumiF;:svAxiH)}	vimAna{napuM;2;eka(mi1;lyut;dumiF;:svAxiH)}	karma,9	vimAna_ko	-	-	-	-	-
9	kalpayAmAsuH	-	kalpayAmAsuH	kqp1{Nijanwa;karwari;lit;pra;bahu;parasmEpaxI;kqpUz;:BvAxiH}/kqp1{Nijanwa;karwari;lit;pra;bahu;AwmanepaxI;kqpUz;:BvAxiH}/kqpa1{Nijanwa;karwari;lit;pra;bahu;parasmEpaxI;kqpa;:curAxiH}/kqpa1{Nijanwa;karwari;lit;pra;bahu;AwmanepaxI;kqpa;:curAxiH}	kqpa1{Nijanwa;karwari;lit;pra;bahu;AwmanepaxI;kqpa;:curAxiH}	sakarmaka	-	-	-	-	-	-
