@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	rakRas-viprakqwO	5	rakRoviprakqwAvAswAm	rakRas-viprakqwi{swrI;7;eka}/rakRas-viprakqwa{puM;1;xvi(kq3;kwa;dukqF;:wanAxiH)}/rakRas-viprakqwa{puM;2;xvi(kq3;kwa;dukqF;:wanAxiH)}/rakRas-viprakqwa{puM;1;xvi(kq2;kwa;kqF;:svAxiH)}/rakRas-viprakqwa{puM;2;xvi(kq2;kwa;kqF;:svAxiH)}	rakRas-viprakqwa{puM;2;xvi(kq3;kwa;dukqF;:wanAxiH)}	viSeRaNam,3	-	-	-	-	-	-
2	kqSAnuH	1	kqSAnurapaXUmawvAw	kqSAnu{puM;1;eka}	kqSAnu{puM;1;eka}	sup_samucciwaH,3	-	-	-	-	-	-
3	praBAkaraH	4	-	praBAkara{puM;1;eka}	praBAkara{puM;1;eka}	karwA,10	-	-	-	-	-	-
4	(ca)	-	(-)	ca{avya}	ca{avya}	samuccayaxyowakaH,3	-	-	-	-	-	-
5	apaXUmawvAw	-	-	apaXUmawva{wva;napuM;5;eka}	apaXUmawva{wva;napuM;5;eka}	sup_samucciwaH,6	-	-	-	-	-	-
6	prasannawvAw	3	-	prasannawva{wva;napuM;5;eka}	prasannawva{wva;napuM;5;eka}	hewuH,10	-	-	-	-	-	-
7	(ca)	-	(-)	ca{avya}	ca{avya}	samuccayaxyowakaH,6	-	-	-	-	-	-
8	apavix-SucO	7	apavixXaSucAviva	apavixXa-Suca{puM;1;xvi}/apavixXa-Suca{puM;2;xvi}	apavixXa-Suca{puM;2;xvi}	karwqsamAnAXikaraNam,10	-	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	sambanXaH,10	-	-	-	-	-	-
10	AswAm	-	-	as2{karwari;laf;pra;xvi;parasmEpaxI;asaz;:axAxiH}/As1{karwari;lot;pra;eka;AwmanepaxI;Asaz;:axAxiH}	as2{karwari;laf;pra;xvi;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,3	-	-	-	-	-	-
