@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	pOra-yoRiwaH	3	pOrayoRiwaH	pOra-yoRiw{swrI;1;bahu}/yoRiw{swrI;2;bahu}/yoRiw{swrI;5;eka}/yoRiw{swrI;6;eka}/yoRiw{swrI;8;bahu}/yoRiwa{puM;1;eka}	pOra-yoRiw{swrI;1;bahu}	karwA,5	pOra-swriyoM_ne	-	-	-	-	-
2	prIwi-viSaxEH	2	prIwiviSaxEH	prIwi-viSaxa{puM;3;bahu}/viSaxa{napuM;3;bahu}	prIwi-viSaxa{napuM;3;bahu}	viSeRaNam,3	prasannawA-viSaxa	-	-	-	-	-
3	newrEH	2	newrEH	newra{napuM;3;bahu}	newra{napuM;3;bahu}	karaNam,5	newroM_se	-	-	-	-	-
4	waM	1	waM	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	karma,5	vaha	-	-	-	-	-
5	anvayuH	2	anvayuH	anu_yA1{karwari;laf;pra;bahu;parasmEpaxI;yA;:axAxiH}	anu_yA1{karwari;laf;pra;bahu;parasmEpaxI;yA;:axAxiH}	aBihiwa_karwA,1	anu_yA1_pp_skyA	-	-	-	-	-
6	viBAvaryaH	4	viBAvaryaH	viBAvarI{swrI;1;bahu}/viBAvarI{swrI;8;bahu}	viBAvarI{swrI;1;bahu}	karwA,11	rAweM	-	-	-	-	-
7	Saraw-prasannEH	4	SarawprasannEH	Saraw-prasanna{puM;3;bahu}/prasanna{napuM;3;bahu}	Saraw-prasanna{napuM;3;bahu}	viSeRaNam,8	prasanna	-	-	-	-	-
8	jyowiBiH	4	jyowiBiH	jyowis{napuM;3;bahu}	jyowis{napuM;3;bahu}	karaNam,11	jyowiyoM_se	-	-	-	-	-
9	Xruvam	6	Xruvam	Xruva{puM;2;eka}/Xruva{napuM;1;eka}/Xruva{napuM;2;eka}	Xruva{napuM;2;eka}	karma,11	Xruva_ko	-	-	-	-	-
10	iva	5	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	-	-	-	-	-
11	(anvayuH)	2	(anvayuH)	anu_yA1{karwari;laf;pra;bahu;parasmEpaxI;yA;:axAxiH}	anu_yA1{karwari;laf;pra;bahu;parasmEpaxI;yA;:axAxiH}	upamAnam,10	anu_yA1_pp_skyA	-	-	-	-	-
