@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wam	-	wam	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	gONakarma,5	usako	-	-	-	-	-
2	uxvahanwaM	-	uxvahanwaM	uxvahaw{puM;2;eka(vah1;Sawq_lat;vahaz;:BvAxiH)}	uxvahaw{puM;2;eka(vah1;Sawq_lat;vahaz;:BvAxiH)}	viSeRaNam,1	uTAwe_hue	-	-	-	-	-
3	paWi	-	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	aXikaraNam,5	rAswe_meM	-	-	-	-	-
4	BojakanyAM	-	BojakanyAM	Boja-kanyA{swrI;2;eka}	Boja-kanyA{swrI;;2eka}	karma,2	-	-	-	-	-	-
5	ruroXa	-	ruroXa	ruX1{karwari;lit;pra;eka;parasmEpaxI;ruXizr;:ruXAxiH}/ruX1{karwari;lit;u;eka;parasmEpaxI;ruXizr;:ruXAxiH}	ruX1{karwari;lit;pra;eka;parasmEpaxI;ruXizr;:ruXAxiH}	aBihiwa_karwA,5;sakarmaka	rokA	-	-	-	-	-
6	rAjanya-gaNaH	-	rAjanya-gaNaH	rAjanya-gaNa{puM;1;eka}	rAjanya-gaNa{puM;1;eka}	karwA,5	SreRTa_vyakwi-gaNa	-	-	-	-	-
7	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,6	vaha	-	-	-	-	-
8	xqpwaH	-	xqpwaH	xqpwa{puM;1;eka(xqB1;kwa;xqBIz;:wuxAxiH)}/xqpwa{puM;1;eka(xqp1;kwa;xqpaz;:xivAxiH)}	xqpwa{puM;1;eka(xqB1;kwa;xqBIz;:wuxAxiH)}	viSeRaNam,6	maxonmawwa	-	-	-	-	-
9	bali-praxiRtAM	-	bali-praxiRtAM	bali-praxiRtA{swrI;2;eka(bali-xiS1;kwa;xiSaz;:wuxAxiH)}	bali-praxiRtA{swrI;2;eka(bali-xiS1;kwa;xiSaz;:wuxAxiH)}	viSeRaNam,10	bali-nirxiRta	-	-	-	-	-
10	SriyaM	-	SriyaM	SrI{swrI;2;eka}	SrI{swrI;2;eka}	karma,11	SrI_ko	-	-	-	-	-
11	AxaxAnaM	-	AxaxAnaM	AxaxAnam}	AxaxAnam}	viSeRaNam,12	-	-	-	-	-	-
12	wrEvikramaM	-	wrEvikramaM	wrEvikrama{puM;2;eka}	wrEvikrama{puM;2;eka}	viSeRaNam,13	wrEvikrama_ko	-	-	-	-	-
13	pAxam	-	pAxam	pAxa{puM;2;eka}	pAxa{puM;2;eka}	karma,16	pEra_ko	-	-	-	-	-
14	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	-	-	-	-	-
15	inxraSawruH	-	inxraSawruH	inxraSawru{puM;1;eka}	inxraSawru{puM;1;eka}	karwA,16	inxraSawru_ne	-	-	-	-	-
16	(ruroXa)	-	(ruroXa)	ruX1{karwari;lit;pra;eka;parasmEpaxI;ruXizr;:ruXAxiH}/ruX1{karwari;lit;u;eka;parasmEpaxI;ruXizr;:ruXAxiH}	ruX1{karwari;lit;pra;eka;parasmEpaxI;ruXizr;:ruXAxiH}	upamAnam,14	rokA	-	-	-	-	-
