@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wasya	-	-	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,8	usake	-	-	-	-	-
2	aSva-sAXanEH	2	pAScAwyEraSvasAXanEH	aSva-sAXana{puM;3;bahu}/sAXana{napuM;3;bahu}	aSva-sAXana{napuM;3;bahu}	viSeRaNam,3	aSva-sAXanoM_se	-	-	-	-	-
3	pAScAwyEH	-	-	pAScAwwya{napuM;3;bahu}/pAScAwwya{puM;3;bahu}	pAScAwwya{puM;3;bahu}	sahArWaH,9	pAScAwwyoM_kA	-	-	-	-	-
4	(saha)	-	(-)	saha{avya}/saha{avya}	saha{avya}	sahArWa_xyowakaH,3	sAWa	-	-	-	-	-
5	SArfga-kUjiwa-vijFeya-prawiyoXe	3	SArfgakUjiwavijFeyaprawiyoXe	SArfga-prawiyoXa{puM;7;eka(SArfga-kUj1;kwa;kUjaz;:BvAxiH-vijFeya-yuX1;GaF;yuXaz;:xivAxiH)}	SArfga-prawiyoXa{puM;7;eka(SArfga-kUj1;kwa;kUjaz;:BvAxiH-vijFeya-yuX1;GaF;yuXaz;:xivAxiH)}	viSeRaNam,6	XanurXArI	-	-	-	-	-
6	rajasi	4	rajasyaBUw	ranj1{karwari;lat;ma;eka;parasmEpaxI;ranjaz;:BvAxiH}/rajas{puM;7;eka}/rajas{napuM;7;eka}	rajas{napuM;7;eka}	aXikaraNam,9	raja_guNa_meM	-	-	-	-	-
7	wumulaH	1	safgrAmaswumulaswasya	wumula{puM;1;eka}	wumula{puM;1;eka}	viSeRaNam,8	BIRaNa	-	-	-	-	-
8	safgrAmaH	-	-	safgrAma{puM;1;eka}	safgrAma{puM;1;eka}	karwA,9	yuxXa_ne	-	-	-	-	-
9	aBUw	-	-	BU1{karwari;luf;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;luf;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,8	X_BU1_pp_skyA	-	-	-	-	-
