@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sa	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,2	usane	-	-	-	saH	rAjA ajaH  
2	viveSa	-	viveSa	viS1{karwari;lit;pra;eka;parasmEpaxI;viSaz;:wuxAxiH}/viS1{karwari;lit;u;eka;parasmEpaxI;viSaz;:wuxAxiH}	viS1{karwari;lit;pra;eka;parasmEpaxI;viSaz;:wuxAxiH}	aBihiwa_karwA,1;sakarmaka	anxara_praveSa_kiyA	-	-	-	-	-
3	purIm	-	purIm	purI{swrI;2;eka}	purI{swrI;2;eka}	karma,2	purI	-	-	-	-	-
4	wayA	-	wayA	wax{sarvanAma;swrI;3;eka}	wax{sarvanAma;swrI;3;eka}	vinArWaH,2	usase	-	-	-	sA	inxumawi
5	vinA	-	vinA	vinA{avya}	vinA{avya}	vinArWa_xyowakaH,4	vinA	-	-	-	-	-
6	kRaNaxA-apAya-SaSAfka-xarSanaH	-	kRaNaxApAyaSaSAfkaxarSanaH	kRaNaxA-i1{GaF;iN;:axAxiH-SaSAfka-xarSana;puM;1;eka}	kRaNaxA-apa_i1{GaF;iN;:axAxiH-SaSAfka-xarSana;puM;1;eka}	viSeRaNam,1	-	-	-	-	-	-
7	parivAham	-	parivAhamivAvalokayansvaSucaH 	vah1{avya;Namul;vahaz;:BvAxiH}/parivAha{puM;2;eka(vah1;GaF;vahaz;:BvAxiH)}	parivAha{puM;2;eka(vah1;GaF;vahaz;:BvAxiH)}	karma,8	-	-	-	-	-	-
8	avalokayan	-	-	ava_lok2{Sawq_lat;lokqz;:curAxiHava_lokayaw;puM;1;eka}/ava_lok1{Sawq_lat;lokqz;:BvAxiHava_lokayaw;puM;1;eka}	ava_lok1{Sawq_lat;lokqz;:BvAxiHava_lokayaw;puM;1;eka}	varwamAnasamAnakAlaH,2	ava_lok1wA_huA	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	sambanXaH,7	jEse	-	-	-	-	-
10	sva-SucaH	-	-	sva-Suc{swrI;1;bahu}/Suc{swrI;2;bahu}/Suc{swrI;5;eka}/Suc{swrI;6;eka}/Suc{swrI;8;bahu}/Suca{puM;1;eka}	sva-Suc{swrI;6;eka}	RaRTIsambanXaH,7	apanA-raMja_se	-	-	-	-	-
11	pOra-vaXu-muKa-aSruRu	-	pOravaXUmuKASruRu	pOra-vaXu-muKa-aSru{napuM;7;bahu}	pOra-vaXu-muKa-aSru{napuM;7;bahu}	aXikaraNam,8	pOra-bahu-muKa-AzsuoM_meM	-	-	-	-	-
