@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	BrU-Bexa-mAwreNa	-	BrUBexamAwreNa	BrU-Bix1{GaF;Bixizr;:ruXAxiH-mAwra;puM;3;eka}/mAwra{napuM;3;eka}	mAwra{napuM;3;eka}	karaNam,6	BrU-mAwra_se	-	-	-	-	-
2	paxAw	-	paxAnmaGonaH	paxa{napuM;5;eka}	paxa{napuM;5;eka}	apAxAnam,6	pEra_se	-	-	-	-	-
3	maGonaH	-	-	maGavan{puM;2;bahu}/maGavan{puM;5;eka}/maGavan{puM;6;eka}	maGavan{puM;6;eka}	RaRTIsambanXaH,2	inxra_ke	-	-	-	-	-
4	yaH	-	 yo 	yax{sarvanAma;puM;1;eka}	yax{sarvanAma;puM;1;eka}	karwA,6	-	-	-	-	niwya_sambanXaH,7	-
5	nahuRaM	-	nahuRaM	nahuRa{puM;2;eka}	nahuRa{puM;2;eka}	karma,6	nahuRa_ko	-	-	-	-	-
6	praBraMSayAFcakAra	-	praBraMSayAFcakAra	pra_BranS{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;BranSuz;:BvAxiH}/pra_BranS{Nijanwa;karwari;lit;u;eka;parasmEpaxI;BranSuz;:BvAxiH}/pra_BranS{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;BranSuz;:xivAxiH}/pra_BranS{Nijanwa;karwari;lit;u;eka;parasmEpaxI;BranSuz;:xivAxiH}/	pra_BranS{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;BranSuz;:xivAxiH}	aBihiwa_karwA,4	-	-	-	-	-	-
7	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	viSeRaNam,10	usa	-	-	-	-	-
8	Avila-amBaH-pariSuxXi-hewoH	-	AvilAmBaHpariSuxXihewoH	Avila-amBaH-pariSuxXi-hewu{puM;6;eka}/hewu{puM;5;eka}	Avila-amBaH-pariSuxXi-hewu{puM;5;eka}	viSeRaNam,7	pariSuxXi-hewu_se	-	-	-	-	-
9	BOmaH	-	BOmaH	BOma{puM;1;eka}	BOma{puM;1;eka}	viSeRaNam,11	-	-	-	-	-	-
10	muneH	-	muneH	muni{puM;6;eka}/muni{puM;5;eka}/muni{swrI;6;eka}/muni{swrI;5;eka}	muni{puM;6;eka}	RaRTIsambanXaH,11	muni_kA	-	-	-	-	-
11	sWAna-parigrahaH	-	sWAnaparigrahoZyam 	sWAna-parigraha{puM;1;eka}	sWAna-parigraha{puM;1;eka}	karwqsamAnAXikaraNam,13	sWAna-parigraha	-	-	-	-	-
12	ayam	-	-	ixam{sarvanAma;puM;1;eka}	ixam{sarvanAma;puM;1;eka}	karwA,13	yaha	-	-	-	-	-
13	(aswi)	-	(-)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,12	X_as2_pp_skwA_hE	-	-	-	-	-
