@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saKe	3	saKe	saKi{puM;8;eka}	saKi{puM;8;eka}	samboXyaH,18	miwra	-	-	-	-	-
2	yawaH	9	yawaH	yawaH{avya}/yawa{puM;1;eka}/yaw{puM;2;bahu}/yaw{puM;5;eka}/yaw{puM;6;eka}/yaw{napuM;5;eka}/yaw{napuM;6;eka}	yawaH{avya}	-	jEsA	-	-	-	niwya_sambanXaH,11	-
3	prayokwuH	10	prayokwurna	prayokwq{puM;5;eka}/prayokwq{puM;6;eka}	prayokwq{puM;6;eka}	RaRTIsambanXaH,4	prayokwq_kI	-	-	-	-	-
4	ari-hiMsA	13	cArihiMsA	na-ca-ari-hiMsA{swrI;1;eka}	na-ca-ari-hiMsA{swrI;1;eka}	sup_samucciwaH,6	Sawru-hiMsA	-	-	-	-	-
5	ca	12	-	ca{avya}	ca{avya}	sambanXaH,4	Ora	-	-	-	-	-
6	vijayaH	14	vijayaSca	vijaya{puM;1;eka}/vijaya{puM;1;eka(ji1;GaF;ji;:BvAxiH)}	vijaya{puM;1;eka(ji1;GaF;ji;:BvAxiH)}	karwA,10	vijaya	-	-	-	-	-
7	ca	15	-	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,6	Ora	-	-	-	-	-
8	haswe	16	haswe	haswa{puM;7;eka}	haswa{puM;7;eka}	aXikaraNam,10	hAWa_meM	-	-	-	-	-
9	na	11	-	na{avya}	na{avya}	prawiReXaH,10	nahIM	-	-	-	-	-
10	(aswi)	-	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	prawiyogI,2	hEM	-	-	-	-	-
11	(wawaH)	-	(wawaH)	wawaH{avya}	wawaH{avya}	anuyogI,18	vahAz_se	-	-	-	-	-
12	prayoga-saMhAraviBakwa-manwram	6	prayogasaMhAraviBakwamanwram	prayoga-saMhAraviBakwa-manwra{puM;2;eka}/manwra{napuM;1;eka}/manwra{napuM;2;eka}	prayoga-saMhAraviBakwa-manwra{puM;2;eka}	viSeRaNam,17	prayoga-saMhAraviBakwa-manwra	-	-	-	-	-
13	gAnXarvam	7	gAnXarvamAxawsva	gAnXarva{puM;2;eka}/gAnXarva{napuM;1;eka}/gAnXarva{napuM;2;eka}	gAnXarva{puM;2;eka}	viSeRaNam,17	ganXarva_se_saMbaMXiwa_ko	-	-	-	-	-
14	sammohanam	1	sammohanam	sammohana{napuM;1;eka}/sammohana{napuM;2;eka}/sammohana{napuM;1;eka(muh1;lyut;muhaz;:xivAxiH)}/sammohana{napuM;2;eka(muh1;lyut;muhaz;:xivAxiH)}	sammohana{napuM;1;eka(muh1;lyut;muhaz;:xivAxiH)}	saFjFA,17	maMwramugXa_karanA	-	-	-	-	@Refers @to @name @of @an aswram
15	nAma	2	nAma	nAma{avya}	nAma{avya}	saFjFA_xyowakaH,14	nAma_1	-	-	-	-	-
16	mama	4	mamAswraM	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,17	merA	-	-	-	Neqers wo priyamvaxa fame oq a ganxarvan	-
17	aswram	5	-	aswra{napuM;1;eka}/aswra{napuM;2;eka}	aswra{napuM;1;eka}	karma,18	aswra	-	-	-	-	-
18	Axawsva	8	-	Af_xA3{karwari;lot;ma;eka;AwmanepaxI;duxAF;:juhowyAxiH}	Af_xA3{karwari;lot;ma;eka;AwmanepaxI;duxAF;:juhowyAxiH}	-	ugo	-	-	-	-	-
