@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iyaM	-	iyaM	ixam{sarvanAma;swrI;1;eka}	ixam{sarvanAma;swrI;1;eka}	viSeRaNam,2	yaha	-	-	-	-	-
2	srak	-	srak	sraj{swrI;1;eka}/sraj{swrI;8;eka}	sraj{swrI;1;eka}	karwA,9	sraj	-	-	-	-	-
3	jIviwa-apahA	-	jIviwa-apahA	jIv1{kwa;jIvaz;:BvAxiH-apahA;swrI;1;eka}	jIv1{kwa;jIvaz;:BvAxiH-apahA;swrI;1;eka}	viSeRaNam,2	-	-	-	-	-	-
4	yaxi	-	yaxi	yaxi{avya}	yaxi{avya}	anuyogI,9	yaxi	-	-	-	-	-
5	hqxaye	-	hqxaye	hqxaya{napuM;1;xvi}/hqxaya{napuM;2;xvi}/hqxaya{napuM;4;eka}/hqxaya{napuM;8;xvi}/hqxaya{napuM;7;eka}	hqxaya{napuM;2;xvi}	karma,6	hqxaya	-	-	-	-	-
6	nihiwA	-	nihiwA	nihiwA{swrI;1;eka(XA1;kwa;duXAF;:juhowyAxiH)}	nihiwA{swrI;1;eka(XA1;kwa;duXAF;:juhowyAxiH)}	prawiyogI,4	nihiwa	-	-	-	-	-
7	mAm	-	mAm	asmax{sarvanAma;2;eka}	asmax{sarvanAma;2;eka}	karma,9	muJe	-	-	-	-	-
8	na	-	na	na{avya}	na{avya}	prawiReXaH,9	nahIM	-	-	-	-	-
9	hanwi	-	hanwi	han1{karwari;lat;pra;eka;parasmEpaxI;hanaz;:axAxiH}	han1{karwari;lat;pra;eka;parasmEpaxI;hanaz;:axAxiH}	aBihiwa_karwA,2;sakarmaka	mArawI_hE	-	-	-	-	-
