@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	uxbanXa-keSa-cyuwa-pawra-leKaH	1	uxbanXakeSacyuwapawraleKo	banX1{GaF;banXaz;:kryAxiH-keSa-cyu1;kwa;cyuf;:BvAxiH-pawra-leKa;puM;1;eka}	uw_banX1{GaF;banXaz;:kryAxiH-keSa-cyu1;kwa;cyuf;:BvAxiH-pawra-leKa;puM;1;eka}	viSeRaNam,6	banXanarahiwa Kule hue bAlovAlA	-	-	-	-	-
2	viSleRi-mukwA-Pala-pawra-veRtaH	2	viSleRimukwAPalapawraveRtaH	viSleRimukwAPala-pawraveRta{puM;1;eka}	viSleRimukwAPala-pawraveRta{puM;1;eka}	viSeRaNam,6	Gula jAnese pawra racanAvihIna mukwAmaya wAtaMka ke binA	-	-	-	-	-
3	amBo-vihAra-AkuliwaH	5	pramaxAmuKAnAmamBovihArAkuliwoZpi	amBo-hq1{GaF;hqF;:BvAxiH-Akuliwa;puM;1;eka}	amBo-vi_hq1{GaF;hqF;:BvAxiH-Akuliwa;puM;1;eka}	viSeRaNam,6	jalavihArase Akula-vyAkula honepara	-	-	-	-	-
4	api	-	-	api{avya}	api{avya}	sambanXaH,3	BI	-	-	-	-	-
5	pramaxA-muKAnAM	-	-	pramaxA-muKa{puM;6;bahu}/muKa{napuM;6;bahu}/muKA{swrI;6;bahu}	pramaxA-muKA{swrI;6;bahu}	RaRTIsambanXaH,6	swrI-muKAoM_kA(suMxariyoMkA)	-	-	-	-	-
6	veRaH	6	veRaH	veRa{puM;1;eka}	veRa{puM;1;eka}	karwA,9	veRa	-	-	-	-	-
7	manojFaH	3	manojFa	manojFa{puM;1;eka}	manojFa{puM;1;eka}	karwqsamAnAXikaraNam,9	manako haranevAlA	-	-	-	-	-
8	eva	4	eva	eva{avya}	eva{avya}	sambanXaH,7	hI	-	-	-	-	-
9	(aswi)	-	(-)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,6	(hE)	-	-	-	-	-
