@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	1	-	aWa{avya}	aWa{avya}	sambanXaH,9	Ora	-	-	-	-	-
2	naBasya	2	-	naBasya{napuM;1;eka}	naBasya{napuM;1;eka}	upamAnam,3	naBasya	-	-	-	-	-
3	iva	3	-	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
4	wri-xaSa-AyuXam	4	-	wri-xaSan-AyuXa{napuM;2;eka}/AyuXa{napuM;1;eka}	wri-xaSan-AyuXa{napuM;2;eka}	viSeRaNam,2	wIna-xaSa-haWiyAra_ko	-	-	-	-	-
5	kanaka-pifgawadixguNa-samyuwam	5	-	kanaka-pifgawadixguNa-samyuwa{napuM;2;eka}/{napuM;1;eka}	kanaka-pifgawadixguNa-samyuwa{napuM;2;eka}	viSeRaNam,2	-	-	-	-	-	-
6	XanuH	6	XanuraXijyamanAXirupAxaxe 	XanuH{napuM;2;eka}/XanuH{napuM;1;eka}/XanuH{puM;1;eka}/Xanu{puM;1;eka}	XanuH{napuM;2;eka}	karma,9	XanuH_ko	-	-	-	-	-
7	aXijyam	-	-	aXijya{puM;2;eka}/aXijya{napuM;2;eka}/aXijya{napuM;1;eka}	aXijya{napuM;2;eka}	viSeRaNam,6	aXijya_ko	-	-	-	-	-
8	an-AXiH	-	-	an-AXi{puM;1;eka}/AXi{swrI;1;eka}	an-AXi{puM;1;eka}	viSeRaNam,10	an-AXi	-	-	-	-	-
9	upAxaxe	-	-	}/upa_A_}/xA3{karwari{lit;pra;eka;AwmanepaxI;duxAF;:juhowyAxiH}/upa_A_xA3{karwari;lit;u;eka;AwmanepaxI;duxAF;:juhowyAxiH}	upa_A_xA3{karwarilit;pra;eka;AwmanepaxI;duxAF;:juhowyAxiH}	aBihiwa_karwA,10;sakarmaka	{word_upAxaxe	-	-	-	-	-
10	nara-varaH	10	naravaro	nara-vara{puM;1;eka}/vara{puM;1;eka}	nara-vara{puM;1;eka}	karwA,9	nara-SreRTa	-	-	-	-	-
11	rava-roRiwa-kesarI	11	-	rava-roRiwa-kesarin{puM;1;eka}	rava-roRiwa-kesarin{puM;1;eka}	viSeRaNam,10	cIKa-kroXa-siMha	-	-	-	-	-
