@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	3	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,8	vaha	-	-	-	-	-
2	ruxXArkam	4	ruxXArkamaXArAvarRaxurxinam	ruxXArkam}	ruxXArkam{puM;2;eka}	viSeRaNam,5	-	-	-	-	-	-
3	aXArA-varRa-xurxinam	-	-	aXArA-varRa-xurxina{napuM;1;eka}/xurxina{napuM;2;eka}	aXArA-varRa-xurxina{napuM;2;eka}	viSeRaNam,5	aXArA-varRa-burA_xina	-	-	-	-	-
4	asya	-	-	ixam{sarvanAma;puM;6;eka}/ixam{sarvanAma;napuM;6;eka}/as3{karwari;lot;ma;eka;parasmEpaxI;asuz;:xivAxiH}	ixam{sarvanAma;puM;6;eka}	RaRTIsambanXaH,5	isakA	-	-	-	-	-
5	raWa-varwmarajaH	5	raWavarwmarajoZpyasya	raWa-varwmarajaH}	raWa-varwmarajaH{napuM;2;eka}	karma,8	raWa-	-	-	-	-	-
6	api	-	-	api{avya}	api{avya}	sambanXaH,5	BI	-	-	-	-	-
7	na	1	na	na{avya}	na{avya}	prawiReXaH,8	nahIM	-	-	-	-	-
8	prasehe	2	prasehe	pra_Rah1{karwari;lit;pra;eka;AwmanepaxI;Rahaz;:BvAxiH}/pra_Rah1{karwari;lit;u;eka;AwmanepaxI;Rahaz;:BvAxiH}/pra_Rah1{karmaNi;lit;pra;eka;AwmanepaxI;Rahaz;:BvAxiH}/pra_Rah1{karmaNi;lit;u;eka;AwmanepaxI;Rahaz;:BvAxiH}	pra_Rah1{karwari;lit;pra;eka;AwmanepaxI;Rahaz;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	pra_Rah1_ap_skyA	-	-	-	-	-
9	kuwaH	6	kuwa	kuwaH{avya}/ku2{karwari;lat;pra;xvi;parasmEpaxI;ku;:axAxiH}/kuwa{puM;1;eka}	kuwaH{avya}	kriyAviSeRaNam,12	-	-	-	-	-	-
10	eva	7	eva	eva{avya}	eva{avya}	sambanXaH,11	hI	-	-	-	-	-
11	pawAkinIm	8	pawAkinIm	pawAkinI{swrI;2;eka}	pawAkinI{swrI;2;eka}	karma,12	pawAkinI_ko	-	-	-	-	-
12	(prasehe)	-	(-)	pra_Rah1{karwari;lit;pra;eka;AwmanepaxI;Rahaz;:BvAxiH}/pra_Rah1{karwari;lit;u;eka;AwmanepaxI;Rahaz;:BvAxiH}/pra_Rah1{karmaNi;lit;pra;eka;AwmanepaxI;Rahaz;:BvAxiH}/pra_Rah1{karmaNi;lit;u;eka;AwmanepaxI;Rahaz;:BvAxiH}	pra_Rah1{karwari;lit;pra;eka;AwmanepaxI;Rahaz;:BvAxiH}	-	pra_Rah1_ap_skyA	-	-	-	-	-
