@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	praWamam	1	praWamamanyaBqwABiruxIriwAH	praWama{puM;2;eka}/praWama{napuM;1;eka}/praWama{napuM;2;eka}/praWama{puM;2;eka}/praWama{napuM;1;eka}/praWama{napuM;2;eka}	praWama{napuM;2;eka}	kriyAviSeRaNam,3	praWama  hI	@For 1@st @time	-	-	-	-
2	anya-BqwABiH	-	  --	anya-BqwA{swrI;3;bahu(anya-Bq2;kwa;duBqF;:juhowyAxiH)}	anya-BqwA{swrI;3;bahu(anya-Bq2;kwa;duBqF;:juhowyAxiH)}	karwA,3	anya-BaraNa_karane_vAliyoM_ke_xvArA	@by @others @hatched @ones ( @by @kokilaas)	anyEH BqwAH wABiH anya BqwABiH	-	-	-
3	uxIriwAH	-	  --	uxIriwa{puM;1;bahu(Ir2;kwa;Iraz;:curAxiH)}/uxIriwA{swrI;1;bahu(Ir2;kwa;Iraz;:curAxiH)}/uxIriwA{swrI;2;bahu(Ir2;kwa;Iraz;:curAxiH)}/uxIriwa{puM;1;bahu(Ir1;kwa;Iraz;:axAxiH)}/uxIriwA{swrI;1;bahu(Ir1;kwa;Iraz;:axAxiH)}/uxIriwA{swrI;2;bahu(Ir1;kwa;Iraz;:axAxiH)}	uxIriwA{swrI;1;bahu(Ir1;kwa;Iraz;:axAxiH)}	viSeRaNam,6	uccAraNa kI gaI	@said (@sang)	-	-	-	-
4	praviralAH	2	praviralA	praviralA{swrI;1;bahu}/praviralA{swrI;2;bahu}	praviralA{swrI;1;bahu}	viSeRaNam,12	praviralAyeM  (kama bolanevAlI)	@much @reticent @words	-	-	-	-
5	suraBi-ganXiRu	5	suraBiganXiRu	suraBi-ganXi{swrI;7;bahu}	suraBi-ganXi{swrI;7;bahu}	viSeRaNam,9	manohara ganXavAlI	@full @of @sweet @fragrance	suraBiH ganXaH yasAm  wAH, wAsu suraBiganXiRu	-	-	-
6	giraH	7	giraH	gir{swrI;1;bahu}/gir{swrI;2;bahu}/gir{swrI;5;eka}/gir{swrI;6;eka}/gir{swrI;8;bahu}	gir{swrI;1;bahu}}	karma,10	vANI	@notes	-	-	-	-
7	kusumiwAsu	8	kusumiwAsu	kusumiwA{swrI;7;bahu}	kusumiwA{swrI;7;bahu}	viSeRaNam,9	kusumiwAoM_meM ( puRpoM se laxI huI )	@in @blossomed	kusumAni saMjAwAni yAsu wAsu kusumiwAsu	-	-	-
8	miwAH	9	miwA	miwa{puM;1;bahu(mA1;kwa;mA;:axAxiH)}/miwA{swrI;1;bahu(mA1;kwa;mA;:axAxiH)}/miwA{swrI;2;bahu(mA1;kwa;mA;:axAxiH)}/miwa{puM;1;bahu(me1;kwa;mef;:BvAxiH)}/miwA{swrI;1;bahu(me1;kwa;mef;:BvAxiH)}/miwA{swrI;2;bahu(me1;kwa;mef;:BvAxiH)}/miwa{puM;1;bahu(mi1;kwa;dumiF;:svAxiH)}/miwA{swrI;1;bahu(mi1;kwa;dumiF;:svAxiH)}/miwA{swrI;2;bahu(mi1;kwa;dumiF;:svAxiH)}/miwa{puM;1;bahu(mA2;kwa;mAf;:juhowyAxiH)}/miwA{swrI;1;bahu(mA2;kwa;mAf;:juhowyAxiH)}/miwA{swrI;2;bahu(mA2;kwa;mAf;:juhowyAxiH)}/miwa{puM;1;bahu(mA3;kwa;mAf;:xivAxiH)}/miwA{swrI;1;bahu(mA3;kwa;mAf;:xivAxiH)}/miwA{swrI;2;bahu(mA3;kwa;mAf;:xivAxiH)}	miwA{swrI;1;bahu(mA1;kwa;mA;:axAxiH)}	viSeRaNam,6	nApIM_huIM   ( parimiwa)	@a @few @measured 	-	-	-	-
9	vana-rAjiRu	10	vanarAjiRu	vana-rAji{swrI;7;bahu}/rAji{puM;7;bahu}/rAji{napuM;7;bahu}	vana-rAji{swrI;7;bahu}	aXikaraNam,3	vana-XAriyoM_meM	@in @the @grooves	vanAnAm rAjayaH wAsu vanarAjiRu	-	-	-
10	SuSruvire	6	SuSruvire	Sru1{karmaNi;lit;pra;bahu;AwmanepaxI;Sru;:BvAxiH}	Sru1{karmaNi;lit;pra;bahu;AwmanepaxI;Sru;:BvAxiH}	aBihiwa_karma,6;sakarmaka	sunAi padne lagI	@came @to @ears	-	-	-	-
11	iva	3	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	@as @with	-	-	-	-
12	mugXa-vaXU-kaWAH	4	mugXavaXUkaWAH	mugXavaXU-kaWA{swrI;1;bahu}/kaWA{swrI;2;bahu}/kaWA{swrI;8;bahu}/kaWa{puM;8;bahu}/kaWa{puM;1;bahu}	mugXavaXU-kaWa{puM;1;bahu}	upamAnam,11	navavivAhiwa mugXa ladZakiyoMkA  AlApa	@by @newly @married @girls @uttered @words	mugXASca wAH vaXvaH wAsAm kaWAH mugXavaXU kaWAH	-	-	-
