@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(aham)	-	(-)	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,12	mEM	-	-	karwari	asmax{sarvanAma;1;eka}	-
2	wyAgAya	1	wyAgAya	wyAga{puM;4;eka}	wyAga{puM;4;eka}	prayojanam,3	xAna_karane_ke_lie	-	-	-	-	-
3	samBqwa-arWAnAM	2	samBqwArWAnAM	Bq1{kwa;BqF;:BvAxiH}/Bq2{kwa;duBqF;:juhowyAxiH-arWa;puM;6;bahu}/arWa{napuM;6;bahu}/arWA{swrI;6;bahu}	arWa{napuM;6;bahu}	viSeRaNam,10	Xana_ikaTTA_karane_vAloM_kA	-	-	-	-	-
4	sawyAya	3	sawyAya	sawya{puM;4;eka}/sawya{napuM;4;eka}	sawya{napuM;4;eka}	prayojanam,5	sawya_ke_liye	-	-	-	-	-
5	miwa-BARiNAM	4	miwaBARiNAm	mA1{kwa;mA;:axAxiH}/me1{kwa;mef;:BvAxiH}/mi1{kwa;dumiF;:svAxiH}/mA2{kwa;mAf;:juhowyAxiH}/mA3{kwa;mAf;:xivAxiH-BARin;puM;6;bahu}	BARin;puM;6;bahu}	viSeRaNam,10	WodA_bolane_vAloM_kA	-	-	-	-	-
6	yaSase	5	yaSase	yaSas{napuM;4;eka}	yaSas{napuM;4;eka}	prayojanam,7	kIrwi_ke_lie	-	-	-	-	-
7	vijigIRUNAM	6	vijigIRUNAM	vijigIRu{puM;6;bahu}	vijigIRu{puM;6;bahu}	viSeRaNam,10	jIwa_cAhanevAloM_kA	-	-	-	-	-
8	prajAyE	7	prajAyE	prajA{swrI;4;eka}/pra_jan2{karwari;lot;u;eka;AwmanepaxI;janIz;:xivAxiH}/pra_jan2{BAve;lot;u;eka;AwmanepaxI;janIz;:xivAxiH}	prajA{swrI;4;eka}	prayojanam,9	puwra_ke_liye	-	-	-	-	-
9	gqha-meXinAM	8	gqhameXinAm	gqh-meXi{napuM;6;eka}/meXi{napuM;6;eka}	gqh-meXi{napuM;6;eka}	viSeRaNam,10	vivAha_karanevAloM_kA	-	-	-	-	-
10	(raGUNAM)	-	(-)	raGu{puM;6;bahu}	raGu{puM;6;bahu}	RaRTIsambanXaH,11	(Ese)_raGuoM_ke	-	-	-	-	-
11	(anvayaM)	-	(-)	anvaya{puM;2;eka}/anvaya{puM;2;eka(i1;GaF;iN;:axAxiH)}	anvaya{puM;2;eka(i1;GaF;iN;:axAxiH)}	muKyakarma,12	vaMSa_kA	-	-	-	-	-
12	(vakRye)	-	(-)	 brU1 karwari lqt u eka AwmanepaxI brUF axAxiH  	 brU1 karwari lqt u eka AwmanepaxI brUF axAxiH  	aBihiwa_karwA,1;sakarmaka	varNana_karawA_hUz	-	-	-	-	-
