@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	prAjApawya-upanIwam	1	prAjApawyopanIwaM	prAjApawya-upanIwa{puM;2;eka(prAjApawya-NI1;kwa;NIF;:BvAxiH)}/prAjApawya-upanIwa{napuM;1;eka(NI1;kwa;NIF;:BvAxiH)}/prAjApawya-upanIwa{napuM;2;eka(NI1;kwa;NIF;:BvAxiH)}	prAjApawya-upanIwa{napuM;2;eka(prAjApawya-NI1;kwa;NIF;:BvAxiH)}	viSeRaNam,2	prAjApawya-NWyA_hue	-	-	-	-	-
2	waw-annam	2	waxannaM	waw-anna{puM;2;eka}/anna{napuM;1;eka}/anna{napuM;2;eka}	waw-anna{napuM;2;eka}	karma,4	waw-anna_kI	-	-	-	-	-
3	nqpaH	-	-	nqpa{puM;1;eka}	nqpa{puM;1;eka}	karwA,4	rAjA_ne	-	-	-	-	-
4	prawyagrahIw	-	-	prawi_grah1{karwari;luf;pra;eka;parasmEpaxI;grahaz;:kryAxiH}	prawi_grah1{karwari;luf;pra;eka;parasmEpaxI;grahaz;:kryAxiH}	-	-	-	-	-	-	-
5	vqRA	4	vqReva	vqRA{swrI;1;eka}	vqRA{swrI;1;eka}	karwA,11	vqRA	-	-	-	upamAnam,6	-
6	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,3	jEse	-	-	-	-	-
7	payasAm	5	payasAM	payas{napuM;6;bahu}	payas{napuM;6;bahu}	RaRTIsambanXaH,8	xUXa_ke	-	-	-	-	-
8	sAram	6	sAramAviRkqwamuxanvawA	sAra{napuM;1;eka}/sAra{napuM;2;eka}/sAra{puM;2;eka}	sAra{puM;2;eka}	karma,11	sAram-AviRkqwam-uxanvaw_se	-	-	-	-	-
9	uxanvawA	-	-	uxanvaw{puM;3;eka}	uxanvaw{puM;3;eka}	karwA,10	-	-	-	-	-	-
10	AviRkqwam	-	-	"AviRkqwa{puM;2;eka{kqxanwa}({kqw_XAwu;kq2}kwa{XAwuH kqF} svAxiH)/AviRkqwa{napuM;2;eka{kqxanwa}({kqw_XAwu;kq2}kwa{XAwuH kqF} svAxiH)/AviRkqwa{napuM;1;eka{kqxanwa}({kqw_XAwu;kq2}kwa{XAwuH kqF} svAxiH)/
AviRkqwa{puM;2;eka{kqxanwa}({kqw_XAwu;kq2}kwa{XAwuH kqF}wanAxiH)/AviRkqwa{napuM;2;eka{kqxanwa}({kqw_XAwu;kq2}kwa{XAwuH kqF}wanAxiH)/AviRkqwa{napuM;1;eka{kqxanwa}({kqw_XAwu;kq2}kwa{XAwuH kqF}wanAxiH)"	AviRkqwa{puM;2;eka{kqxanwa}({kqw_XAwu;kq2}kwa{XAwuH kqF}wanAxiH)	viSeRaNam,8	-	-	-	-	-	-
11	(prawyagrahIw)	-	(-)	prawi_grah1{karwari;luf;pra;eka;parasmEpaxI;grahaz;:kryAxiH}	prawi_grah1{karwari;luf;pra;eka;parasmEpaxI;grahaz;:kryAxiH}	aBihiwa_karwA,4	liyA	-	-	-	-	-
