@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	xqRta-xoRam	1	xqRtaxoRamapi	xqS-xoRa{puM;2;eka}/xoRa{puM;2;eka}	xqS-xoRa{napuM;2;eka}	viSeRaNam,7	xqRti-xoRa_ko	-	-	-	-	-
2	api	-	-	api{avya}/api{avya}	api{avya}	sambanXaH,1	-	-	-	-	-	-
3	waw	2	wanna	wax{sarvanAma;napuM;2;eka}/wax{sarvanAma;napuM;1;eka}	wax{sarvanAma;napuM;2;eka}	viSeRaNam,7	usako	-	-	-	-	-
4	na	3	na	na{avya}	na{avya}	prawiReXaH,6	nahIM	-	-	-	-	-
5	saH	4	soZwyajawsafgavaswu	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,6	vaha	-	-	-	-	-
6	awyajaw	-	-	wyaj1{karwari;laf;pra;eka;parasmEpaxI;wyajaz;:BvAxiH}	wyaj1{karwari;laf;pra;eka;parasmEpaxI;wyajaz;:BvAxiH}	aBihiwa_karwA,5	X_wyaj1_pp_skyA	-	-	-	-	-
7	safga-vaswu	-	-	safga-vaswu{napuM;2;eka}/vaswu{napuM;1;eka}	safga-vaswu{napuM;2;eka}	karma,6	sAWa-vaswu_ko	-	-	-	-	-
8	BiRajAm	5	BiRajAmanASravaH	BiRaj{puM;6;bahu}	BiRaj{puM;6;bahu}	RaRTIsambanXaH,9	cikiwsakoM_kA	-	-	-	-	-
9	an-ASravaH	-	-	an-ASrava{puM;1;eka}	an-ASrava{puM;1;eka}	viSeRaNam,5	an-ASrava	-	-	-	-	-
