@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	SaSinam	-	SaSinam	SaSin{puM;2;eka}	SaSin{puM;2;eka}	karma,2	cAzxa_ko	-	-	-	-	-
2	upagawA	-	upagawA	upa_gam1{kwa;gamLz;:BvAxiHupa_gawa;swrI;1;eka}	upa_gam1{kwa;gamLz;:BvAxiHupa_gawa;swrI;1;eka}	viSeRaNam,4	najaxIka_gayI_huI	-	-	-	-	-
3	iyam	-	iyam	ixam{swrI;1;eka}	ixam{swrI;1;eka}	karwA,6	I_ko	-	-	-	-	-
4	kOmuxI	-	kOmuxI	kOmuxa{swrI;1;eka}	kOmuxa{swrI;1;eka}	karwqsamAnAXikaraNam,6	kOmuxa	-	-	-	-	-
5	meGamukwam	-	meGamukwam	meGamukwa{napuM;1;eka}	meGamukwa{napuM;1;eka}	viSeRaNam,1	meGa_ko	-	-	-	-	-
6	(aswi)	-	(aswi)	as2{karwari;lat;pra;eka}	as2{karwari;lat;pra;eka;parasmEpaxI;as,BvAxiH}	sambanXaH,19	-	-	-	-	-	-
7	jala-niXim	-	jala-niXim	jala-niXi{swrI;2;eka}	jala-niXi{swrI;2;eka}	karma,10	jala-niXi_ko	-	-	-	-	-
8	anurUpam	-	anurUpam	anurUpa{puM;2;eka}/anurUpa{napuM;2;eka}/anurUpa{napuM;1;eka}	anurUpa{puM;2;eka}/anurUpanapuM;2;eka}/anurUpanapuM;1;eka}	viSeRaNam,7	anurUpa_ko	-	-	-	-	-
9	jahnu-kanyA	-	jahnu-kanyA	jahnu-kanyA{swrI;1;eka}	jahnu-kanyA{swrI;1;eka}	samucciwaH,4	-	-	-	-	-	-
10	avawIrNA	-	avawIrNA	ava_wQ1{kwa;wQ;:BvAxiHava_wIrNa;swrI;2;bahu}/ava_wQ1{kwa;wQ;:BvAxiHava_wIrNa;swrI;1;bahu}/ava_wQ1{kwa;wQ;:BvAxiHava_wIrNa;puM;1;bahu}	ava_wQ1{kwa;wQ;:BvAxiHava_wIrNa;swrI;1;bahu}	viSeRaNam,9	-	-	-	-	-	-
12	(ca)	-	(ca)	ca{avya}	ca{avya}	samuccayaxyowakaH,9	-	-	-	-	-	-
13	iwi	-	iwi	iwi{avya}	iwi{avya}	sambanXaH,6	EsA	-	-	-	-	-
14	sama-guNa-yoga-prIwayaH	-	sama-guNa-yoga-prIwayaH	sama-guNa-yoga-prIwi{swrI;1;bahu}	sama-guNa-yoga-prIwi{swrI;1;bahu}	sambanXaH,20	samAna-guNa-yoga-prasannawA	-	-	-	-	-
15	wawra	-	wawra	wawra{avya}	wawra{avya}	aXikaraNam,20	vahAz	-	-	-	-	-
16	pOrAH	-	pOrAH	pOra{puM;1;bahu}/pOra{swrI;2;bahu}/pOra{swrI;1;bahu}	pOra{puM;1;bahu}/pOraswrI;2;bahu}/pOraswrI;1;bahu}	karwA,20	pOreM	-	-	-	-	-
17	SravaNa-katu	-	SravaNa-katu	SravaNa-SravaNa#2-katu{napuM;2;eka}/katu{napuM;1;eka}	SravaNa-katu{napuM;2;eka}	viSeRaNam,19	kAna-SravaNa2-_ko	-	-	-	-	-
18	nqpANAm	-	nqpANAm	nqpa{puM;6;bahu}	nqpa{puM;6;bahu}	RaRTIsambanXaH,17	rAjAoM_kA	-	-	-	-	-
19	eka-vAkyam	-	eka-vAkyam	eka-vAkya{napuM;2;eka(eka-vac1;yaw;vacaz;:axAxiH)}/eka-vAkya{napuM;1;eka(vac1;yaw;vacaz;:axAxiH)}/eka-vAkya{puM;2;eka(vac1;yaw;vacaz;:axAxiH)}	eka-vAkya{napuM;2;eka}	karma,20	-	-	-	-	-	-
20	vivavruH	-	vivavruH	vi_vq1{karwari;lit;pra;bahu;parasmEpaxI;vqF;:svAxiH}	vi_vq1{karwari;lit;pra;bahu;parasmEpaxI;vqF;:svAxiH}	-	vi_vq1_pp_skyA	-	-	-	-	-
