@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	waxA-praBqwi	-	waxApraBqwyeva	waxA-praBqwi{avya}	waxA-praBqwi{avya}	kAlAXikaraNam,8	wabapraBqwa	-	-	-	-	-
2	eva	-	-	eva{avya}	eva{avya}	sambanXaH,8	hi	-	-	-	-	-
3	vana-xvipAnAm	-	vanaxvipAnAM	vana-xvipa{puM;6;bahu}	vana-xvipa{puM;6;bahu}	RaRTIsambanXaH,4	vana-xvipoM_kA	-	-	-	-	-
4	wrAsa-arWam	-	wrAsArWamasminnahamaxrikukRO	wrAsa-arWa{puM;2;eka}/arWa{napuM;1;eka}/arWa{napuM;2;eka}/arWam{avya};	wrAsa-arWa{avya}	prayojanam,8	dara-arWa_ko	-	-	-	-	-
5	SUla-BqwA	-	SUlaBqwA	Bqw;{puM;3;eka}/BqwA;{swrI;1;eka{kqxanwa}({kqw_XAwu;Bq2};kwa;duBqF;juhowyAxiH)}	Bqw;{puM;3;eka}	karwA,8	SUla-BaraNa_karane_vAlI	-	-	-	-	-
6	afka-Agawa-sawwva-vqwwi	-	-	afka-Agawa-sawwva-vqwwi{napuM;8;eka}/vqwwi{napuM;1;eka}/vqwwi{napuM;2;eka}	afka-Agawa-sawwva-vqwwi{napuM;2;eka}	viSeRaNam,7	pAsa-Aye-gaye-sawva-vqwwi 	-	-	-	-	-
7	siMhawvam	-	siMhawvamafkAgawasawwvavqwwi	siMha{wva;napuM;1;eka}/siMha{wva;napuM;2;eka}	siMha{wva;napuM;1;eka}	karma,8	siMha	-	-	-	-	-
8	viXAya	-	viXAya 	vi_{kqw_XAwu;XA1};avya;lyap;duXAF;juhowyAxiH{kqxanwa}/vi_{kqw_XAwu;Xe1};avya;lyap;Xet;BvAxiH{kqxanwa}/viXa;{puM;4;eka}/viXa;{napuM;4;eka}/viXAya;{puM;8;eka{kqxanwa}({kqw_XAwu;XA1};GaF;duXAF;juhowyAxiH)}/viXAya{puM;8;eka{kqxanwa}({kqw_XAwu;Xe1};GaF;Xet;BvAxiH)}	vi_{kqw_XAwu;XA1};avya;lyap;duXAF;juhowyAxiH{kqxanwa}	pUrvakAlaH,13	-	-	-	-	-	-
9	asmin	-	-	ixam{sarvanAma;puM;7;eka}/ixam{sarvanAma;napuM;7;eka}	ixam{sarvanAma;puM;7;eka}	viSeRaNam,10	isameM	-	-	-	-	-
10	hima-axri-kukRO	-	-	hima-axri-kukRi{puM;7;eka}	hima-axri-kukRi{puM;7;eka}	aXikaraNam,13	axri-kukRi_meM	-	-	-	-	-
11	aham	-	-	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,13	mEM	-	-	-	-	-
12	vyApAriwaH	-	vyApAriwaH	vi-A-pAriwa{puM;1;eka(vi-A-pAra1;kwa;pAra;:curAxiH)}/vi-A-pAriwa{puM;1;eka(pQ3;kwa;pQ;:curAxiH)}	vi-A-pAriwa{puM;1;eka(vi-A-pAra1;kwa;pAra;:curAxiH)}	karwqsamAnAXikaraNam,13	-	-	-	-	-	-
13	(asmi)	-	(-)	as2{karwari;lat;u;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;u;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,11	hUz	-	-	-	-	-
