@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	vIra	3	vIra	vIra{puM;8;eka}	vIra{puM;8;eka}	samboXyaH,9	vIra	-	-	-	-	-
2	wvayi	2	wvayi	yuRmax{sarvanAma;7;eka}	yuRmax{sarvanAma;7;eka}	karwA,4	wumameM	-	-	-	-	-
3	AyoXana-agrasarawAm	1	AyoXanAgrasarawAM	AyoXana-agrasara{wal;swrI;2;eka}	AyoXana-agrasara{wal;swrI;2;eka}	karma,4	AyoXana-Age-X_sq1we_hue	-	-	-	-	-
4	yAwe	4	-	yAw{puM;4;eka(yA1;Sawq_lat;yA;:axAxiH)}/yAw{napuM;4;eka(yA1;Sawq_lat;yA;:axAxiH)}/yAwa{puM;7;eka(yA1;kwa;yA;:axAxiH)}/yAwa{napuM;1;xvi(yA1;kwa;yA;:axAxiH)}/yAwa{napuM;2;xvi(yA1;kwa;yA;:axAxiH)}/yAwa{napuM;7;eka(yA1;kwa;yA;:axAxiH)}/yAwA{swrI;1;xvi(yA1;kwa;yA;:axAxiH)}/yAwA{swrI;2;xvi(yA1;kwa;yA;:axAxiH)}	yAwa{puM;7;eka(yA1;kwa;yA;:axAxiH)}	BAvalakRaNasapwamI_samAnakAlaH,9	-	-	-	-	-	-
5	wava	8	wava	yuRmax{sarvanAma;6;eka}	yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,6	wumhArA	-	-	-	-	-
6	guruH	9	guruH	guru{puM;1;eka}	guru{puM;1;eka}	karwA,9	guru	-	-	-	-	-
7	ripUn	7	ripUMswava	ripu{puM;2;bahu}	ripu{puM;2;bahu}	karma,9	vAH-Sawru	-	-	-	-	-
8	svayam	10	svayamucCinawwi	svayam{avya}	svayam{avya}	kriyAviSeRaNam,9	Kuxa	-	-	-	-	-
9	ucCinawwi	11	-	uw_Cix1{karwari;lat;pra;eka;parasmEpaxI;Cixizr;:ruXAxiH}	uw_Cix1{karwari;lat;pra;eka;parasmEpaxI;Cixizr;:ruXAxiH}	-	-	-	-	-	-	-
10	kim	5	kiM	kim{avya}/kim{sarvanAma;napuM;1;eka}/kim{sarvanAma;napuM;2;eka}	kim{avya}	sambanXaH,9	kyA	-	-	-	-	-
11	vA	6	vA	vA{avya}	vA{avya}	sambanXaH,10	vAH-Sawru	-	-	-	-	-
