@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	jAne	1	jAne	jFA1{karwari;lat;u;eka;parasmEpaxI;jFA;:kryAxiH}	jFA1{karwari;lat;u;eka;parasmEpaxI;jFA;:kryAxiH}		jAnawA_hUz	-	-	-	-	-
2	vaH	2	vo	yuRmax{sarvanAma;2;bahu}/yuRmax{sarvanAma;4;bahu}/yuRmax{sarvanAma;6;bahu}	yuRmax{sarvanAma;6;bahu}	RaRTIsambanXaH,4	Apake	-	-	-	-	-
3	rakRasA	3	rakRasAkrAnwAnuBAvaparAkramO	rakRas{napuM;3;eka}	rakRas{napuM;3;eka}	karaNam,1	rAkRasa_se	-	-	-	-	-
4	afginAM	4	afginAM	afgin{puM;6;bahu}	afgin{puM;6;bahu}	RaRTIsambanXaH,6	afginoM_ke	-	-	-	-	-
5	AkrAnwO	-	-	AkrAnwi{swrI;7;eka}/AkrAnwa{puM;1;xvi(kram1;kwa;kramuz;:BvAxiH)}/AkrAnwa{puM;2;xvi(kram1;kwa;kramuz;:BvAxiH)}	AkrAnwa{puM;2;xvi(kram1;kwa;kramuz;:BvAxiH)}	viSeRaNam,6	NWyA_hue	-	-	-	-	-
6	anuBAva-parAkramO	-	-	anuBAva-parAkrama{puM;1;xvi}/parAkrama{puM;2;xvi}/}/parAkrama{puM;8;xvi}	anuBAva-parAkrama{puM;2;xvi}	karmasamAnAXikaraNam,1	anuBAva-parAkrama_ko	-	-	-	-	-
7	wamasA	5	wamasevoBO	wamas{napuM;3;eka}	wamas{napuM;3;eka}	upamAnam,8	wamasa_se	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,3	jEse	-	-	-	-	-
9	uBO	-	-	uBa{sarvanAma;puM;1;xvi}/uBa{sarvanAma;puM;2;xvi}/uBa{puM;8;xvi}	uBa{sarvanAma;puM;2;xvi}	viSeRaNam,10	xonoM	-	-	-	-	-
10	guNO	6	guNO	guNa{puM;1;xvi}/guNa{puM;2;xvi}/guNa{puM;8;xvi}	guNa{puM;2;xvi}	karma,1	guNa	-	-	-	-	-
11	praWama-maXyamO	7	praWamamaXyamO	praWama-maXyama{puM;8;xvi}/maXyama{puM;1;xvi}/maXyama{puM;2;xvi}	praWama-maXyama{puM;2;xvi}	viSeRaNam,10	praWama-maXyama	-	-	-	-	-
