@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	gamanAya	2	gamanAya	gamana{napuM;4;eka}/gamana{puM;4;eka}	gamana{puM;4;eka}	prayojanam,15	gamana_ke_liye	-	gamanAya =gamana-Aya	-	-	-
2	paScAw	3	paScAwpuro	paScAw{avya}/paScAw{avya}	paScAw{avya}	aXikaraNam,1	bAxa_meM	-	-	-	-	-
3	puraH	-	-	puraH{avya}/puraH{avya}	puraH{avya}	aXikaraNam,4	puraH	-	-	-	-	-
4	niveSe	4	niveSe	niveSa{puM;7;eka}	niveSa{puM;7;eka}	viRayAXikaraNam,15	niveSa_meM	-	-	-	-	-
5	paWi	5	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	aXikaraNam,7	rAswe_meM	-	-	-	-	-
6	ca	6	ca	ca{avya}	ca{avya}	sambanXaH,5	Ora	-	-	-	-	-
7	vrajanwI	7	vrajanwI	vrajaw{swrI;1;eka(vraj1;Sawq_lat;vrajaz;:BvAxiH)}/vrajaw{napuM;2;xvi(vraj1;Sawq_lat;vrajaz;:BvAxiH)}/vrajaw{napuM;1;xvi(vraj1;Sawq_lat;vrajaz;:BvAxiH)}	vrajaw{swrI;1;eka(vraj1;Sawq_lat;vrajaz;:BvAxiH)}	viSeRaNam,16	X_vraj1wI_huI	-	-	-	-	-
8	sA	8	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,16	usane	-	-	-	senAne	-
9	yawra	9	yawra	yawra{avya}	yawra{avya}	aXikaraNam,17	jahAM	-	-	-	niwya_sambanXaH,11	-
10	nqpasya	12	nqpasya	nqpa{puM;6;eka}	nqpa{puM;6;eka}	RaRTIsambanXaH,16	rAjA_kI	-	-	-	-	-
11	wawra	13	wawrEva	wawra{avya}	wawra{avya}	aXikaraNam,14	vahAz	-	-	-	-	-
12	eva	-	-	eva{avya}	eva{avya}	sambanXaH,11	hI	-	-	-	-	-
13	sAmagrya-mawim	14	sAmagrya-mawim	sAmagrya-mawi{swrI;2;eka}	sAmagrya-mawi{swrI;2;eka}	karma,14	samagrawA-mawi_ko	-	sAmagryamawim =sAmagrya-mawim	-	-	-
14	cakAra	15	cakAra	kq3{karwari;lit;pra;eka;parasmEpaxI;dukqF;:wanAxiH}/kq3{karwari;lit;u;eka;parasmEpaxI;dukqF;:wanAxiH}/kQ1{karwari;lit;pra;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ1{karwari;lit;u;eka;parasmEpaxI;kQ;:wuxAxiH}	kQ1{karwari;lit;pra;eka;parasmEpaxI;kQ;:wuxAxiH}	aBihiwa_karwA,18,sakarmaka	X_kQ1_pp_skyA	-	-	-	-	-
15	uxyacCamAnA	1	uxyacCamAnA	uxyacCamAnA{swrI;1;eka(uw_yuj 1;SAnac_lat;karwari;yu\_jiz?r;:ruXAxiH)}	uxyacCamAnA{swrI;1;eka(uw_yuj 1;SAnac_lat;karwari;yu\_jiz?r;:ruXAxiH)}	viSeRaNam,16	-	-	uxyacCamAnA = uxyaw+SamA+nA	-	-	-
16	senA	10	senA	senA{swrI;1;eka}	senA{swrI;1;eka}	karma,17	senA	-	-	-	-	-
17	xaxqSe	11	xaxqSe	xqS1{karmaNi;lit;pra;eka;AwmanepaxI;xqSizr;:BvAxiH}/xqS1{karmaNi;lit;u;eka;AwmanepaxI;xqSizr;:BvAxiH}	xqS1{karmaNi;lit;pra;eka;AwmanepaxI;xqSizr;:BvAxiH}	aBihiwa_karma,16;sakarmaka	-	-	-	-	-	-
18	(waw)	-	(-)	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	karwA,14	usane	-	-	-	-	-
