@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wasmAw	-	wasmAwpuraHsarabiBIRaNaxarSanena	wax{sarvanAma;puM;5;eka}/wax{sarvanAma;napuM;5;eka}	wax{sarvanAma;napuM;5;eka}	viSeRaNam,5	usase	-	-	-	qrom Ercraqw	-
2	puraHsara-biBIRaNa-xarSanena	-	-	puraHsara-biBIRaNa-xarSana{puM;3;eka}/xarSana{napuM;3;eka}	puraHsara-biBIRaNa-xarSana{puM;3;eka}	viSeRaNam,8	puraHsara-biBIRaNa-xarSana_se	-	-	-	-	-
3	sevA-vicakRaNa-hari-ISvara-xawwa-haswaH	-	sevAvicakRaNaharISvaraxawwahaswaH	sevA-vicakRaNa-hari-ISvara-xawwa-haswa{puM;1;eka}	sevA-vicakRaNa-hari-ISvara-xawwa-haswa{puM;1;eka}	viSeRaNam,4	sevA-spaRtaxarSI-hari-ISvara-jisane_xUsare_kI_sahAyawA_ke_lie_hAWa_baD@ZAyA_hE	-	-	-	-	-
4	(san)	-	(-)	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	varwamAnasamAnakAlaH,6	sajjana	-	-	-	-	-
5	yAnAw	-	yAnAxavAwaraxaxUramahIwalena	yAna{napuM;5;eka}	yAna{napuM;5;eka}	apAxAnam,6	vAhana_se	-	-	-	-	-
6	avAwaraw	-	-	ava_wQ1{karwari;laf;pra;eka;parasmEpaxI;wQ;:BvAxiH}	ava_wQ1{karwari;laf;pra;eka;parasmEpaxI;wQ;:BvAxiH}	aBihiwa_karwA,10	uwarA	-	-	-	-	-
7	axUra-mahI-walena	-	-	axUra-mahI-wala{puM;3;eka}/wala{napuM;3;eka}	axUra-mahI-wala{puM;3;eka}	viSeRaNam,8	axUra-pqWvI-bAhU_vAle	-	-	-	-	-
8	mArgeNa	-	mArgeNa	mArga{puM;3;eka}	mArga{puM;3;eka}	karaNam,6	mArga_se	-	-	-	-	-
9	Bafgi-raciwa-sPatikena	-	BafgiraciwasPatikena	Bafgi-raca1{kwa;raca;:curAxiH-sPatika;puM;3;eka}/sPatika{napuM;3;eka}	Bafgi-raca1{kwa;raca;:curAxiH-sPatika;puM;3;eka}	viSeRaNam,8	-	-	-	-	-	-
10	rAmaH	-	rAmaH	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,6	rAma	-	-	-	-	-
