@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	raGoH	1	raGoravaRtamBamayena 	raGu{puM;5;eka}/raGu{puM;6;eka}	raGu{puM;6;eka}	RaRTIsambanXaH,2	raGu_ke	@Raghu'@s	-	-	-	-
2	avaRtamBamayena	-	-	avaRtamBa{mayat;puM;3;eka{waxXiwa}}/avaRtamBa{mayat;napuM;3;eka{waxXiwa}}	avaRtamBa;mayat;puM;3;eka{waxXiwa};	viSeRaNam,3	avaRtamBaH avaRtamBa puM* [ava+swamB+GaF] sAhasa, xqDZa niScaya	@Resoluteness	-	-	-	-
3	pawriNA	2	pawriNA	pawrin{puM;3;eka}	pawrin{puM;3;eka}	karaNam,6	pawrin_se	@by @arrow	-	-	-	-
4	gowraBix	5	gowraBixapyamarRaNaH	gowraBix{puM;1;eka}	gowraBix{puM;1;eka}	karwA,12	gowraBix_ke	@Indra'@s	-	-	-	-
5	hqxi	3	hqxi	hqx{napuM;7;eka}/hqxaya{napuM;7;eka}	hqxaya{napuM;7;eka}	aXikaraNam,6	hqxaya_meM	@at @Heart	-	-	-	-
6	kRawaH	4	kRawo	kRa{avya;wasil}/kRawa{puM;1;eka}	kRawa{puM;1;eka}	karwA,7	kRIna	@struck	-	-	-	-
7	api	-	-	api{avya}	api{avya}	sambanXaH,4	api api avya* Ora, BI, evam, punaSva, isake alAvA, isake awirikwa, apanI ora se wo,	@and , @also	-	-	-	-
8	amarRaNaH	-	-	amarRaNa{puM;1;eka}	amarRaNa{puM;1;eka}	viSeRaNam,4	"amarRaNa amarRaNa vi* na* ba* na* wa* amarRaNa-asahanaSIla, kRamA na karane vAlA
2. kruxXa, kupiwa, pracaNda svaBAva kA"	 @impatient	-	-	-	-
9	nava-ambuxa-AnIka-muhUrwa-lAFCane	6	navAmbuxAnIkamuhUrwalAFCane	lAFCana{napuM;1;xvi}/lAFCana{napuM;2;xvi}/lAFCana{napuM;7;eka}/lAFCana{napuM;1;xvi{kqxanwa}({kqw_XAwu;lAC1};lyut;lACiz;BvAxiH)}/lAFCana{napuM;2;xvi{kqxanwa}({kqw_XAwu;lAC1};lyut;lACiz;BvAxiH)}/lAFCana{napuM;7;eka{kqxanwa}({kqw_XAwu;lAC1};lyut;lACiz;BvAxiH)}/lAFCana{napuM;8;xvi{kqxanwa}({kqw_XAwu;lAC1};lyut;lACiz;BvAxiH)}	lAFCana{napuM;7;eka{kqxanwa}({kqw_XAwu;lAC1};lyut;lACiz;BvAxiH)}	viSeRaNam,10	"lAFCanam lAFCana lAFC karmaNi lyut canxraH
1. cihna, niSAna, niSAnI, viSiRtawAxyowaka cihna, navAmbuxAnIkamuhUrwalAFCane(raGu* 3/53)jAweZWa xevasya wayA vivAhamahowsave sAhasaklAFCanasya(vikramAMka* 10/2)(raGu* 6/18)16/84, SrIkaNTapaxalAFCanaH(mA* 1)XanuRi, prAyaH samAsa ke anwa meM cihniwa viSiRtIkqwa arWa bawalAne ke lie, SrIkaNTa viSeRaNa ko XAraNa karawe hue"	@Symbol, @sign @of	-	-	-	-
10	XanuRi	7	XanuRyamoGaM	Xanus{napuM;7;eka}	Xanus{napuM;7;eka}	aXikaraNam,12	Xanus Xanus vi* Xanus [Xan+ usi] 1. XanuRa se susajjiwa, XanuRa, 	@Bow	-	-	-	-
11	amoGam	-	-	amoGa{puM;2;eka}/amoGa{napuM;1;eka}/amoGa{napuM;2;eka}	amoGa{napuM;2;eka}	viSeRaNam,13	amoGa amoGa vi* na* wa* amoGa 1. acuka, TIka niSAne para lagane vAlA 	@Unfailing	-	-	-	-
12	samaXawwa	8	samaXawwa	sam_XA1{karwari;laf;pra;eka;AwmanepaxI;duXAF;:juhowyAxiH}	sam_XA1{karwari;laf;pra;eka;AwmanepaxI;duXAF;:juhowyAxiH}	aBihiwa_karwA,4;sakarmakaH	sWApanA_kI	@Fixed @on @bowstring	-	-	-	-
13	sAyakam	9	sAyakam	sAyaka{puM;2;eka}/sAya{ka;puM;2;eka}/sAya{ka;napuM;1;eka}/sAya{ka;napuM;2;eka}/sAyaka{puM;2;eka(Ri1;Nvul;RiF;:svAxiH)}/sAyaka{napuM;1;eka(Ri1;Nvul;RiF;:svAxiH)}/sAyaka{napuM;2;eka(Ri1;Nvul;RiF;:svAxiH)}/sAyaka{puM;2;eka(Ro1;Nvul;Ro;:xivAxiH)}/sAyaka{napuM;1;eka(Ro1;Nvul;Ro;:xivAxiH)}/sAyaka{napuM;2;eka(Ro1;Nvul;Ro;:xivAxiH)}/sAyaka{puM;2;eka(sE1;Nvul;sE;:BvAxiH)}/sAyaka{napuM;1;eka(sE1;Nvul;sE;:BvAxiH)}/sAyaka{napuM;2;eka(sE1;Nvul;sE;:BvAxiH)}/sAyaka{puM;2;eka(Ri2;Nvul;RiF;:kryAxiH)}/sAyaka{napuM;1;eka(Ri2;Nvul;RiF;:kryAxiH)}/sAyaka{napuM;2;eka(Ri2;Nvul;RiF;:kryAxiH)}	sAya{ka;napuM;1;eka}	karma,12	sAya_ne	@arrow	-	-	-	-
